ZONING_ID,ZONING,ZONE_FILE,PD_USE,PD_DENSITY,DEV_AS_PD,COLOR_CODE,TOPOLOGY_VALIDATION
2904,R-1-5(PD),72160,Res,8.9,Yes,2,Yes
7091,A(PD),88009,Res,7.8,Yes,1,Yes
4513,A(PD),05085,Res,11.3,Yes,2,Yes
2907,A(PD),93010,Res,8,Yes,1,Yes
4514,A(PD),05096,Res,11.3,Yes,2,Yes
6135,IP(PD),75080,Ind,0,,13,Yes
3963,R-1-8,,,0,,1,Yes
5864,R-M,78120,,0,,3,Yes
6171,R-1-8,,,0,,1,Yes
6170,CP,,,0,,5,Yes
6172,CG,,,0,,7,Yes
6188,A(PD),79207,Res,2.4,Yes,1,Yes
2898,R-1-8(PD),76030,Res,6.4,Yes,1,Yes
3006,A,89087,,0,,17,Yes
7088,CP,77046,,0,,5,Yes
2903,R-1-5(PD),74032,Res,10,Yes,2,Yes
7090,R-M(PD),75074,Res,28.8,Yes,3,Yes
5196,LI,,,0,,14,Yes
6137,CG,,,0,,7,Yes
3013,R-1-8,,,0,,1,Yes
3015,IP(PD),77168,Ind,0,,13,Yes
3096,CN,,,0,,6,Yes
3115,CO,,,0,,4,Yes
2572,A(PD),76115,Res,41.7,Yes,3,Yes
2573,CP,13003,,0,,5,Yes
2655,R-2,,,0,,2,Yes
6177,R-1-5,,,0,,1,Yes
6627,R-1-1,,,0,,1,Yes
6502,R-1-2,80060,,0,,1,Yes
3007,R-1-5(PD),66035,Res,6.5,,1,Yes
3009,R-1-8(PD),66035,Res,6.5,Yes,1,Yes
3106,R-M,,,0,,3,Yes
3107,A(PD),88088,Res,36.1,Yes,3,Yes
3108,R-2,,,0,,2,Yes
3109,R-1-1,,,0,,1,Yes
4818,A(PD),05006,Res,11.4,Yes,2,Yes
3011,A(PD),79212,Res,6.4,Yes,1,Yes
3012,A(PD),77164,Res,12.5,Yes,2,Yes
4819,A(PD),05006,OS,0,,17,Yes
3182,R-1-2,,,0,,1,Yes
3184,A(PD),02101,Res,8.9,Yes,2,Yes
3185,A,,,0,,17,Yes
3186,CP,,,0,,5,Yes
7594,CN,,,0,,6,Yes
7595,R-2,09034,,0,,2,Yes
7605,A(PD),94014,PQP,0,,16,Yes
7606,A(PD),76157,Com,0,,6,Yes
4334,CP,,,0,,5,Yes
4742,A(PD),80180,Res,10.5,Yes,2,Yes
2782,A(PD),96010,Res,5.2,Yes,1,Yes
6658,R-1-5,,,0,,1,Yes
4771,A(PD),89138,Res,11,Yes,2,Yes
6341,R-M,,,0,,3,Yes
7323,A(PD),98095,Res,8,Yes,1,Yes
6406,R-1-5,,,0,,1,Yes
3264,A(PD),98086,Res,7.5,Yes,1,Yes
3335,CO,78122,,0,,4,Yes
3337,CP,89031,,0,,5,Yes
3229,A(PD),01028,Res,23.8,Yes,2,Yes
3230,R-MH,,,0,,2,Yes
3292,A(PD),81090,Res,2.1,Yes,1,Yes
3293,A(PD),80183,Res,11.8,Yes,2,Yes
3204,A(PD),81113,Res,10.4,Yes,2,Yes
2986,A(PD),96022,Res,8,Yes,1,Yes
4541,CP,,,0,,5,Yes
4846,R-1-8(PD),10005,Res,5.9,Yes,1,Yes
7904,IP(PD),04031,Mix,0,,18,No
3450,A(PD),83049,Res,23.8,Yes,2,Yes
3209,A(PD),81027,Res,15.7,Yes,2,Yes
8010,CIC,,,0,,11,Yes
7910,CIC,12015,,0,,11,Yes
3338,R-1-1,,,0,,1,Yes
3525,CN,70110,,0,,6,Yes
3275,A(PD),86060,Res,2.5,Yes,1,Yes
4662,R-1-5,,,0,,1,Yes
4784,R-1-8(PD),66035,Com,0,,6,Yes
3245,R-1-8,,,0,,1,Yes
3246,R-1-8(PD),67018,Res,17.5,Yes,2,Yes
3247,LI,,,0,,14,Yes
6139,R-1-8(PD),71043,Res,7.2,No,1,Yes
8168,DC-NT1,03072,,0,,9,Yes
6662,A(PD),03043,Res,62,Yes,3,Yes
3003,R-1-1,,,0,,1,Yes
3004,R-1-8(PD),72155,Res,8,No,1,Yes
3005,R-1-8,76179,,0,,1,Yes
6663,A(PD),07057,Res,73.2,Yes,3,No
5867,R-1-2(PD),76152,Res,4.2,Yes,1,Yes
6569,R-M,,,0,,3,Yes
6649,IP,,,0,,13,Yes
3222,CN,,,0,,6,Yes
4785,A(PD),81083,Res,20.2,Yes,2,Yes
3226,A(PD),84062,Res,20.2,Yes,2,Yes
5634,A(PD),86044,OS,0,,17,Yes
3244,R-1-8(PD),67018,OS,0,,17,Yes
7917,R-M,,,0,,3,Yes
7916,A(PD),96080,Res,0,Yes,3,Yes
7920,R-M,,,0,,3,Yes
6142,A(PD),83098,Res,21.6,Yes,2,Yes
3801,CO,,,0,,4,Yes
3606,A(PD),89030,Res,7.2,Yes,1,Yes
4751,R-1-8,,,0,,1,Yes
4755,R-M,,,0,,3,Yes
5870,R-1-2,,,0,,1,Yes
3467,R-M,,,0,,3,Yes
3469,R-1-5,,,0,,1,Yes
5869,A(PD),87058,Res,20.6,Yes,2,Yes
6075,CG,07039,,0,,7,Yes
6077,A(PD),06060,Res,25,Yes,2,Yes
6079,CO,07032,,0,,4,
6082,R-2,,,0,,2,Yes
3251,LI,,,0,,14,Yes
3252,A(PD),83003,Com,0,,6,Yes
3472,R-1-8(PD),70019,Mix,0,,18,Yes
3473,A(PD),81025,Res,11.1,Yes,2,Yes
3259,R-1-1,91029,,0,,1,Yes
5632,A(PD),86044,Res,14.6,Yes,2,Yes
4576,CP,,,0,,5,Yes
8067,CIC,14025,,0,0,11,Yes
8097,A(PD),12018,Res,1.3,Yes,1,Yes
8099,A(PD),13011,Res,38,Yes,3,Yes
8096,R-1-5,,,0,,1,Yes
4756,CP,,,0,,5,Yes
3356,CP,68093,,0,,5,Yes
3357,CN,04027,,0,,6,Yes
3359,A(PD),99049,Res,10.5,Yes,2,Yes
3360,R-1-1,,,0,,1,Yes
3361,R-1-8(PD),69143,Res,6.1,Yes,1,Yes
6388,A(PD),04040,Res,10.9,Yes,2,Yes
6389,A(PD),04040,OS,0,,17,Yes
6681,CG,,,0,,7,Yes
6083,CP,,,0,,5,Yes
6084,CP,,,0,,5,Yes
3319,R-1-8(PD),72125,Com,0,,6,Yes
6619,R-2,,,0,,2,Yes
7965,A(PD),11021,Res,1.2,Yes,1,Yes
6020,R-1-5,,,0,,1,Yes
3328,CG,,,0,,7,Yes
3329,R-M,,,0,,3,Yes
5697,CG,94042,,0,,7,Yes
3424,A(PD),91013,Com,0,,6,Yes
7962,A(PD),14020,Mix,134.6,Yes,18,Yes
7972,A(PD),91038,Res,12.4,Yes,2,Yes
7967,A(PD),11021,OS,0,,17,Yes
7976,MS-G,13035,,0,,10,Yes
7977,MS-C,13035,,0,,10,Yes
3340,A(PD),90120,Com,0,,6,Yes
3414,A(PD),86040,Res,20,Yes,2,Yes
3276,A(PD),80241,Res,1.8,Yes,1,Yes
3277,R-1-2,76150,,0,,1,Yes
3914,A(PD),89112,Res,7,Yes,1,Yes
3354,R-1-1,,,0,,1,Yes
3355,R-1-5,,,0,,1,Yes
7820,IP,,,0,,13,Yes
6400,A(PD),05117,OS,0,,17,Yes
3381,A(PD),10004,Res,33,Yes,3,Yes
6401,A(PD),05117,Com,0,,6,Yes
6652,A(PD),07057,OS,0,,17,No
6680,CG,,,0,,7,Yes
3313,R-1-1(PD),78196,Res,3.5,Yes,1,Yes
7821,IP,,,0,,13,Yes
7827,A(PD),84089,Ind,0,,13,Yes
6250,A(PD),96039,Com,0,,6,Yes
4858,IP,74083,,0,,13,Yes
6252,R-1-5,,,0,,1,Yes
6253,A,,,0,,17,Yes
5866,A(PD),06026,Res,12.7,Yes,2,Yes
3207,R-1-8,,,0,,1,Yes
6264,A(PD),77174,Res,17.7,Yes,2,Yes
6263,A(PD),00064,Res,14.6,Yes,2,Yes
3425,CG,,,0,,7,Yes
3513,R-1-8(PD),77064,Res,7.5,Yes,1,Yes
5698,R-1-8(PD),70104,Com,0,,6,Yes
5699,R-1-8(PD),71072,Res,11,Yes,2,Yes
3215,R-1-1,,,0,,1,Yes
3216,R-M(PD),77062,Res,23.5,Yes,2,Yes
3913,A(PD),89112,OS,0,,17,Yes
4179,A(PD),86079,Res,8.1,Yes,2,Yes
3374,A(PD),79070,Com,0,,6,Yes
3309,A(PD),89037,Res,4.6,Yes,1,Yes
7858,R-1-2,80219,,0,,1,Yes
3075,R-1-1(PD),74022,Res,5.4,Yes,1,Yes
5512,R-1-1(PD),74065,Res,4.8,Yes,1,Yes
3079,CN,05069,,0,,6,Yes
3080,A(PD),73077,Com,0,,6,Yes
3081,R-1-8(PD),72049,Res,6.5,No,1,Yes
4664,R-1-2,,,0,,1,Yes
4354,R-1-1(PD),69105,Res,5,Yes,1,Yes
6682,CN,08007,,0,,6,Yes
4030,A(PD),98023,Res,18,Yes,2,Yes
6723,A(PD),07080,Mix,83.6,Yes,18,Yes
3218,CP,91026,,0,,5,Yes
3283,A(PD),87034,Res,4.8,Yes,1,Yes
3238,A(PD),96035,Com,0,,6,Yes
3239,R-M,,,0,,3,Yes
3240,LI,,,0,,14,Yes
3241,LI,,,0,,14,Yes
3310,A,,,0,,17,Yes
4173,R-1-5(PD),77074,Res,2.5,Yes,1,Yes
3416,A(PD),88095,PQP,0,,16,Yes
3417,A(PD),92049,PQP,0,,16,Yes
3496,A(PD),77081,Res,17.8,Yes,2,Yes
3497,CN(PD),74073,Com,0,,6,Yes
3498,R-M(PD),78097,Res,23,Yes,2,Yes
3162,A(PD),88062,Res,8.3,Yes,2,Yes
4474,A(PD),81068,OS,0,,17,Yes
3164,R-2,76037,,0,,2,Yes
3165,R-1-8,72110,,0,,1,Yes
2929,R-1-5,80026,,0,,1,Yes
2967,A(PD),98091,Com,0,,6,Yes
6867,CO,,,0,,4,Yes
6868,CG,,,0,,7,Yes
6724,CN,,,0,,6,Yes
4355,A(PD),96041,Res,3.9,Yes,1,Yes
3320,R-M,,,0,,3,Yes
3321,R-2,,,0,,2,Yes
3322,A(PD),99049,PQP,0,,16,Yes
4184,R-1-5(PD),74059,Com,0,,6,Yes
3330,CP,,,0,,5,Yes
3331,CO,83059,,0,,4,Yes
3332,A(PD),83071,Com,0,,6,Yes
3407,R-1-5(PD),77104,Res,4.4,Yes,1,Yes
3516,A,,,0,,17,Yes
3499,R-2,78072,,0,,2,Yes
3500,CP,,,0,,5,Yes
3501,CO,,,0,,4,Yes
3915,A(PD),89112,Res,6.8,Yes,1,Yes
3435,A,77043,,0,,17,Yes
3037,A(PD),09022,Res,31,Yes,3,Yes
6875,A(PD),77243,Res,15.2,Yes,2,Yes
6876,A(PD),69141,Res,19.1,Yes,2,Yes
3324,CO,76043,,0,,4,Yes
3325,CO,68084,,0,,4,Yes
3700,R-1-5,,,0,,1,Yes
3701,A(PD),88135,Res,8.4,Yes,2,Yes
3702,R-1-8(PD),76141,Res,9.4,Yes,2,Yes
3703,R-1-5,,,0,,1,Yes
3704,A(PD),00076,Res,4.7,Yes,1,Yes
3517,CO,,,0,,4,Yes
3518,R-1-5,,,0,,1,Yes
8219,CP,14-043,,0,,5,
3272,A(PD),78011,Res,1.7,Yes,1,Yes
6074,A(PD),01025,Res,7,Yes,1,Yes
3285,A(PD),72157,Res,5,Yes,1,Yes
3286,R-1-8,80122,,0,,1,Yes
5761,A(PD),04112,Res,10.6,Yes,2,No
6114,R-1-5,,,0,,1,Yes
3376,CP,,,0,,5,Yes
3377,LI,,,0,,14,Yes
3056,A(PD),77135,Res,7,Yes,1,Yes
3058,A(PD),91065,Com,0,,6,Yes
3060,A,,,0,,17,Yes
3705,A,,,0,,17,Yes
3281,R-1-5,,,0,,1,Yes
3282,A(PD),75020,Res,2.7,Yes,1,Yes
3362,R-2,71156,,0,,2,Yes
3363,CP,64072,,0,,5,Yes
3364,A(PD),86041,Com,0,,6,Yes
4444,CP,04039,,0,,5,Yes
4447,R-M,,,0,,3,Yes
3305,A(PD),85104,Res,4.6,Yes,1,Yes
3306,A,,,0,,17,Yes
3387,A(PD),77022,Ind,0,,13,Yes
8163,DC,,,0,,8,Yes
3457,A(PD),96055,Com,0,,6,Yes
3393,R-1-1,,,0,,1,Yes
3394,A(PD),96072,Res,23.2,Yes,2,Yes
8158,PQP,14013,,0,,16,Yes
8159,CG,,,0,,7,Yes
8141,A,,,0,,17,Yes
8160,PQP,14014,,0,,16,Yes
4216,R-1-8(PD),66026,Res,10.6,Yes,2,Yes
3145,CN,13054,,0,,6,Yes
6470,A(PD),07015,OS,0,,17,No
6478,LI,,,0,,14,Yes
6524,A(PD),83101,Res,12.3,Yes,2,Yes
4868,R-1-5,,,0,,1,Yes
6054,R-1-8(PD),67018,OS,0,,17,Yes
3404,R-1-1,,,0,,1,Yes
3409,A(PD),92027,Res,19,Yes,2,Yes
3410,A(PD),79209,Res,17.8,Yes,2,Yes
3489,R-1-1,,,0,,1,Yes
3491,A(PD),80035,Res,3.7,Yes,1,Yes
3395,A,,,0,,17,Yes
3397,A(PD),77022,Ind,0,,13,Yes
3398,R-1-1,,,0,,1,Yes
3686,A(PD),78232,Res,11.2,Yes,2,Yes
8139,A,,,0,,17,Yes
8165,A(PD),13027,Res,67,Yes,3,Yes
2930,R-1-8,,,0,,1,Yes
1472,A(PD),04078,Res,25.9,Yes,3,Yes
6491,CO,,,0,,4,Yes
2934,A(PD),76100,Res,24.5,Yes,2,Yes
2935,A(PD),85057,Com,0,,6,Yes
6055,R-1-8(PD),67018,PQP,0,,16,Yes
3484,R-1-5,77225,,0,,1,Yes
3486,R-1-1,,,0,,1,Yes
6057,R-1-8(PD),67018,OS,0,,17,Yes
3808,R-1-8,,,0,,1,Yes
4738,R-1-8,,,0,,1,Yes
3811,A(PD),90111,Res,6.9,Yes,1,Yes
8021,R-M,13026,,0,,3,Yes
3349,A(PD),76137,Res,7.6,Yes,1,Yes
3350,R-1-1,,,0,,1,Yes
6523,R-1-5,,,0,,1,Yes
3430,A(PD),77022,Com,0,,6,Yes
3432,A(PD),88015,Com,0,,6,Yes
3689,CP,,,0,,5,Yes
3690,CP,,,0,,5,Yes
3442,A(PD),98007,Com,0,,6,Yes
5992,CP,69004,,0,,5,Yes
3527,R-1-8,,,0,,1,Yes
8140,WATER,,,0,,19,Yes
8102,A(PD),13023,CIC,0,,11,Yes
4192,R-2(PD),77146,Res,8.7,Yes,2,Yes
4193,R-1-8(PD),74078,Res,8.4,Yes,2,Yes
4194,A(PD),88061,Res,9,Yes,2,Yes
4195,R-1-8,,,0,,1,Yes
4196,LI,,,0,,14,Yes
6416,IP(PD),04002,Ind,0,,13,Yes
7389,A(PD),06019,Com,0,,6,Yes
4739,R-2,,,0,,2,Yes
6701,R-1-RR,,,0,,1,Yes
6267,R-1-8(PD),70102,Res,11.5,Yes,2,Yes
3373,A(PD),77159,Com,0,,6,Yes
3451,A(PD),96004,Com,0,,6,Yes
3530,R-1-5,,,0,,1,Yes
6006,CP,73119,,0,,5,Yes
3459,A(PD),91067,Res,8,Yes,1,Yes
3460,R-1-1,,,0,,1,Yes
6602,R-1-1,,,0,,1,Yes
6631,A(PD),83008,Res,11.6,Yes,2,Yes
4839,A(PD),96019,Res,25.8,Yes,3,Yes
3201,A(PD),01052,Res,11.3,Yes,2,Yes
4773,R-1-8(PD),79045,Res,8,Yes,1,Yes
6709,R-1-8,,,0,,1,Yes
3447,A,,,0,,17,Yes
5538,A(PD),PDC13-012,Multi-Family Re,1.9,Yes,18,Yes
4433,A(PD),99011,Res,42.1,Yes,3,Yes
4443,R-2,,,0,,2,Yes
3385,A(PD),77022,Com,0,,6,Yes
3390,R-M,77178,,0,,3,Yes
3391,R-1-8(PD),75047,Res,10,Yes,2,Yes
5753,A(PD),95001,Res,31.6,Yes,3,Yes
5684,A(PD),98070,Res,24.3,Yes,2,Yes
3480,R-1-8,,,0,,1,Yes
6239,R-1-8(CL),73001,Res,0,,1,Yes
3907,A(PD),85062,PQP,0,,16,Yes
6240,R-1-8(PD),72172,Res,5.5,Yes,1,Yes
6245,A(PD),03031,Res,13,Yes,2,Yes
6708,R-1-8,,,0,,1,Yes
6247,R-1-1,,,0,,1,Yes
4516,A,,,0,,17,Yes
4517,A,,,0,,17,Yes
2912,A(PD),85112,PQP,0,,16,Yes
2913,A,,,0,,17,Yes
2914,R-1-5,80023,,0,,1,Yes
4552,R-1-8,05100,,0,,1,Yes
3386,A(PD),03075,Com,0,,6,Yes
4136,R-1-8(PD),73045,Res,10.4,Yes,2,Yes
4142,A,,,0,,17,Yes
7397,A(PD),77251,Res,7,Yes,1,Yes
8147,PQP,14011,,0,,16,Yes
3262,A(PD),81023,Res,3.6,Yes,1,Yes
5674,A(PD),83020,Res,16.7,Yes,2,Yes
8156,A(PD),85069,Com,0,,6,Yes
8149,PQP,14012,,0,,16,Yes
3692,R-1-1,,,0,,1,Yes
6021,R-M,,,0,,3,Yes
3798,A(PD),88024,OS,0,,17,Yes
3800,A(PD),98079,Com,0,,6,Yes
3532,CN,,,0,,6,Yes
3016,A(PD),89042,Res,5.4,Yes,1,Yes
6258,A(PD),99065,Res,12.7,Yes,2,Yes
6257,R-MH,68197,,0,,2,Yes
3101,A(PD),03069,Com,0,,6,Yes
3487,A(PD),83004,Res,4.8,Yes,1,Yes
3488,A(PD),80035,OS,0,,17,Yes
6106,A(PD),71122,Res,13,Yes,2,Yes
3256,R-1-1,,,0,,1,Yes
3434,A,,,0,,17,Yes
4590,CO,,,0,,4,Yes
3928,HI,,,0,,15,Yes
4588,R-2,,,0,,2,Yes
3453,A(PD),03017,Com,0,,6,Yes
7369,R-1-5(PD),75037,Res,5.7,Yes,1,Yes
7372,R-1-5(PD),75037,OS,0,,17,Yes
3228,A(PD),98018,Ind,0,,13,Yes
3342,A(PD),77184,Res,16,Yes,2,Yes
4744,CO(PD),77221,Com,0,,4,Yes
3202,A(PD),97073,Res,54,Yes,3,Yes
4522,A,,,0,,17,Yes
3257,R-1-5,,,0,,1,Yes
3611,A(PD),05003,Res,3.3,Yes,1,Yes
3612,A(PD),05118,Res,6.1,Yes,1,Yes
3614,A(PD),95009,OS,0,,17,Yes
3615,A(PD),89020,Res,1,Yes,1,Yes
3707,CP,61057,,0,,5,Yes
3708,R-2,61057,,0,,2,Yes
3454,A(PD),97021,Res,26.8,Yes,3,Yes
3455,A(PD),94016,Res,22.8,Yes,2,Yes
3220,A(PD),88022,Res,13.8,Yes,2,Yes
3476,R-M(CL),72002,Res,0,,3,Yes
4191,R-1-8(PD),69149,Res,23.4,Yes,2,Yes
4207,R-1-5,,,0,,1,Yes
4722,LI,,,0,,14,Yes
3626,R-1-2,77223,,0,,1,Yes
3719,A(PD),12026,Com,0,,6,Yes
5692,R-1-5,,,0,,1,Yes
5693,A(PD),94050,Com,0,,6,Yes
3756,CP,,,0,,5,Yes
3757,CN,,,0,,6,Yes
3758,R-1-8(PD),70170,Com,0,,6,Yes
3759,CP,,,0,,5,Yes
5694,A(PD),96009,Com,0,,6,Yes
5695,A(PD),80115,Com,0,,6,Yes
7410,A(PD),80292,Ind,0,,13,Yes
4272,IP,,,0,,13,Yes
6380,A(PD),99017,Res,1.4,Yes,1,Yes
4313,R-1-8,,,0,,1,Yes
3841,R-1-8(PD),77183,Res,8,Yes,1,Yes
3554,R-M,,,0,,3,Yes
3555,CN,,,0,,6,Yes
3556,A(PD),94002,Res,40.8,Yes,3,Yes
3557,A(PD),92001,Com,0,,6,Yes
3558,CN,,,0,,6,Yes
3559,R-1-8(PD),72050,Res,10.5,Yes,2,Yes
3560,CO,63028,,0,,4,Yes
4930,R-2,,,0,,2,Yes
3647,R-1-8(PD),72082,Res,8,No,1,Yes
4677,A(PD),85121,Res,5.5,Yes,1,Yes
3595,CP,,,0,,5,Yes
3596,R-M,,,0,,3,Yes
6617,A(PD),84001,Res,9,Yes,2,Yes
5767,A(PD),79054,Res,10,Yes,2,Yes
5769,A(PD),93028,Com,0,,6,Yes
7725,A(PD),10017,PQP,0,,16,Yes
3551,IP,,,0,,13,Yes
3552,CP,,,0,,5,Yes
4393,CN,07011,,0,,6,Yes
5886,A,80093,,0,,17,Yes
5887,CN,02099,,0,,6,Yes
3775,CP,,,0,,5,Yes
3905,A(PD),91006,Res,0.7,Yes,1,Yes
3950,A(PD),85078,Res,22.1,Yes,2,Yes
6429,R-1-5,,,0,,1,Yes
3751,R-2,,,0,,2,Yes
4674,A(PD),85121,OS,0,,17,Yes
3901,A,,,0,,17,Yes
6953,CG,07026,,0,,7,No
4001,A(PD),88098,Res,57,Yes,3,Yes
4375,R-2,,,0,,2,Yes
5726,LI,,,0,,14,Yes
5775,R-1-8,,,0,,1,Yes
3725,CO,62040,,0,,4,Yes
6755,A(PD),97019,Res,14,Yes,2,Yes
3768,R-2(PD),77030,Res,10.6,Yes,2,Yes
3769,R-1-8(PD),72119,Com,0,,6,Yes
7870,A(PD),02053,Com,0,,6,Yes
4437,CG,,,0,,7,Yes
5945,R-1-5(PD),77104,OS,0,,17,Yes
4746,R-1-5,,,0,,1,Yes
6342,A(PD),83063,Com,0,,6,Yes
6343,R-1-2,,,0,,1,Yes
7879,A(PD),11022,Com,0,,6,Yes
3683,A(PD),81063,Res,12,Yes,2,Yes
4759,R-1-5,,,0,,1,Yes
3618,A,,,0,,17,Yes
5995,A,,,0,,17,Yes
5996,A(PD),88001,Res,6.1,Yes,1,Yes
3712,R-M,,,0,,3,Yes
5552,R-1-2,,,0,,1,Yes
4209,A(PD),04046,Res,17.4,Yes,2,Yes
5998,OS(PD),85038,OS,0,,17,Yes
3721,CP,,,0,,5,Yes
3722,A(PD),86078,Res,20.4,Yes,2,Yes
3723,A(PD),88056,Res,16.7,Yes,2,Yes
3724,R-2,68099,,0,,2,Yes
6001,A(PD),94016,OS,0,,17,Yes
3726,R-1-8,05044,,0,,1,Yes
3727,R-1-8,04012,,0,,1,Yes
3728,CP,,,0,,5,Yes
3730,CP,,,0,,5,Yes
3731,CO,76012,,0,,4,Yes
3732,CP,84048,,0,,5,Yes
3760,CP,69118,,0,,5,Yes
3761,CO,63009,,0,,4,Yes
3762,A(PD),85034,Com,0,,6,Yes
3763,R-2,65104,,0,,2,Yes
3865,A(PD),90012,PQP,0,,16,Yes
4741,A(PD),87003,Res,11.7,Yes,2,Yes
6361,LI,,,0,,14,Yes
6362,R-1-8,,,0,,1,Yes
6364,CP,,,0,,5,Yes
4151,R-M,,,0,,3,Yes
4152,R-M,,,0,,3,Yes
5107,A(PD),05009,Res,14.8,Yes,2,Yes
5997,A(PD),86072,Res,10.9,Yes,2,Yes
3561,A(PD),80118,Com,0,,6,Yes
3562,R-2,77166,,0,,2,Yes
3640,R-2,66049,,0,,2,Yes
6535,A(PD),77254,Com,0,,6,Yes
3642,A(PD),88121,Res,8,Yes,1,Yes
6536,A(PD),85109,Res,2,Yes,1,Yes
5884,R-2,63093,,0,,2,Yes
6002,IP(PD),79087,Ind,0,,13,Yes
6003,A(PD),98045,Res,49.7,Yes,3,Yes
3754,CG,,,0,,7,Yes
3755,R-2,,,0,,2,Yes
5117,A(PD),90012,Res,1.8,Yes,1,Yes
5118,A(PD),90012,OS,0,,17,Yes
6283,A(PD),97022,Ind,0,,13,Yes
4847,A(PD),68169,OS,0,,17,Yes
6381,A(PD),04059,Res,3.5,Yes,1,Yes
5108,A(PD),05060,Res,0.4,Yes,1,No
4492,A(PD),75025,Com,0,,6,Yes
3553,R-2,59009,,0,,2,Yes
3634,A(PD),01041,Res,8.2,Yes,2,Yes
3635,R-1-8,00040,,0,,1,Yes
3636,A(PD),89024,Res,4.4,Yes,1,Yes
3637,A(PD),86064,Res,5,Yes,1,Yes
5885,CO,80172,,0,,4,Yes
5990,A(PD),91006,OS,0,,17,Yes
4591,R-M,,,0,,3,Yes
3852,A(PD),70044,Res,10.6,Yes,2,Yes
3592,R-M,,,0,,3,Yes
3593,A(PD),06070,Res,6.9,Yes,1,Yes
3594,R-2,,,0,,2,Yes
6018,R-M,,,0,,3,Yes
3315,A,78216,,0,,17,Yes
3316,A(PD),91085,Mix,0,Yes,18,Yes
6507,A(PD),81089,Res,11.7,Yes,2,Yes
3696,A(PD),99006,Res,13,Yes,2,Yes
3697,R-1-2,80060,,0,,1,Yes
3698,A(PD),88010,Res,15.3,Yes,2,Yes
3638,R-2,81115,,0,,2,Yes
5989,A(PD),94041,OS,0,,17,Yes
3925,A(PD),05082,Res,39.6,Yes,3,Yes
3939,A(PD),04109,Res,26.8,Yes,3,Yes
3940,A(PD),80281,Res,16,Yes,2,Yes
6869,A(PD),85002,Res,12.5,Yes,2,Yes
6870,A(PD),03082,Res,21.8,Yes,2,Yes
6871,A(PD),87001,Res,8.9,Yes,2,Yes
4034,A(PD),85039,PQP,0,,16,Yes
6772,CG,,,0,,7,Yes
6783,R-2,,,0,,2,Yes
6508,R-2,,,0,,2,Yes
6521,R-1-8,,,0,,1,Yes
3444,R-2,,,0,,2,Yes
3445,R-MH,,,0,,2,Yes
5128,R-1-8(PD),72084,Res,9.4,Yes,2,Yes
5984,R-1-2,87056,,0,,1,Yes
3684,A(PD),84040,Res,23.3,Yes,2,Yes
5888,R-2,,,0,,2,Yes
4089,R-M,,,0,,3,Yes
6666,A,,,0,,17,Yes
6481,R-1-8(PD),74060,Res,161,Yes,3,Yes
3715,CN,,,0,,6,Yes
6479,HI,,,0,,15,Yes
6480,R-1-8,,,0,,1,Yes
6664,A,,,0,,17,Yes
6861,A(PD),77172,Res,8,Yes,1,Yes
6862,R-1-8,,,0,,1,Yes
7171,A(PD),06122,Res,17,Yes,2,No
7223,A(PD),98017,Res,4.6,Yes,1,Yes
3832,R-M,,,0,,3,Yes
7221,A(PD),07094,Res,15,Yes,2,Yes
7227,R-1-1,,,0,,1,Yes
5127,A,,,0,,17,Yes
7056,CO,08020,,0,,4,Yes
4135,A(PD),98015,Res,12.6,Yes,2,Yes
4180,A(PD),86022,Com,0,,7,Yes
3463,CP,69029,,0,,5,Yes
4133,R-2,68112,,0,,2,Yes
3931,WATER,,,0,,19,Yes
5874,A(PD),07024,Res,40,Yes,3,Yes
4349,R-M(PD),78131,Res,23.9,Yes,2,Yes
7484,R-1-8,08023,,0,,1,Yes
3824,R-M,,,0,,3,Yes
3644,A(PD),98072,Res,8.7,Yes,2,Yes
4640,A(PD),88048,Res,4.2,Yes,1,Yes
3743,CP,,,0,,5,Yes
6946,A(PD),07086,Mix,116.4,Yes,18,Yes
3745,R-M,,,0,,3,Yes
3746,A(PD),02034,Res,7.3,Yes,1,Yes
3747,R-2,65044,,0,,2,Yes
3748,R-2,,,0,,2,Yes
3585,R-1-1,,,0,,1,Yes
3853,A(PD),99007,Res,21,Yes,2,Yes
3875,A(PD),04069,Res,25.6,Yes,3,Yes
4345,R-2,,,0,,2,Yes
5678,A,,,0,,17,Yes
5691,A(PD),73055,Com,0,,6,Yes
3672,A(PD),00002,Res,10.2,Yes,2,Yes
4487,LI,,,0,,14,Yes
3399,R-1-8(PD),71072,Com,0,,6,No
3402,R-1-1,,,0,,1,Yes
3249,R-1-8(PD),67018,Com,0,,6,Yes
3250,A(PD),92061,Res,23,Yes,2,Yes
5703,R-2(PD),74082,Com,0,,6,Yes
5704,R-2,,,0,,2,Yes
4351,CN,,,0,,6,Yes
3639,R-M,,,0,,3,Yes
3735,CN,,,0,,6,Yes
6671,R-M,,,0,,3,Yes
3738,A(PD),06055,Res,13.7,Yes,2,Yes
6636,R-1-5,,,0,,1,Yes
3740,CO,64190,,0,,4,Yes
4725,LI,,,0,,14,Yes
3668,A(PD),02032,Res,38.2,Yes,3,Yes
4727,CP,,,0,,5,Yes
4091,R-2,,,0,,2,Yes
3673,CP,,,0,,5,Yes
3674,R-M,,,0,,3,Yes
3675,CP,,,0,,5,Yes
3676,R-M(PD),76068,Res,18.8,Yes,2,Yes
