ZONING_ID,ZONING,ZONE_FILE,PD_USE,PD_DENSITY,DEV_AS_PD,COLOR_CODE,TOPOLOGY_VALIDATION
2887,A(PD),00018,Res,58.7,Yes,3,Yes
2888,CP,,,0,,5,Yes
4237,A(PD),90015,Ind,0,,13,Yes
7846,CP,,,0,,5,Yes
2456,A(PD),98069,Res,5.7,Yes,1,Yes
2457,A(PD),97040,Res,10.5,Yes,2,Yes
2458,A(PD),02039,Res,14,Yes,2,Yes
2459,A(PD),03055,Res,15,Yes,2,Yes
2460,A(PD),03019,Res,17,Yes,2,Yes
2461,A(PD),01057,Res,13,Yes,2,Yes
2344,R-2,,,0,,2,Yes
2345,R-M,,,0,,3,Yes
2346,A(PD),89049,Res,6.5,Yes,1,Yes
2347,CO,,,0,,4,Yes
7147,A(PD),08004,Res,3.3,Yes,1,Yes
7148,R-1-5,,,0,,1,Yes
2350,CG,,,0,,7,Yes
3871,IP(PD),05004,Com,0,,6,Yes
3118,LI(PD),70153,Res,22.5,Yes,2,Yes
2681,R-2,,,0,,2,Yes
2683,A(PD),02044,Res,49,Yes,3,Yes
2727,CP,,,0,,5,Yes
2649,A(PD),98071,PQP,0,,16,Yes
6334,A(PD),01009,Ind,0,,13,Yes
2754,A(PD),83034,Ind,0,Yes,13,Yes
4318,A(PD),80047,Res,11,Yes,2,Yes
4324,R-1-5,,,0,,1,Yes
2796,A(PD),82001,Com,0,,6,Yes
2797,CO,,,0,,4,Yes
7078,R-1-5,80027,,0,,1,Yes
2799,R-1-1,,,0,,1,Yes
2800,CO,,,0,,4,Yes
7168,A(PD),08014,Com,0,,6,Yes
6159,R-1-8(PD),74037,Com,0,,6,Yes
2355,R-2,,,0,,2,Yes
2380,CG,,,0,,7,Yes
2381,CP,,,0,,5,Yes
2013,R-M,,,0,,3,Yes
2685,CP,,,0,,5,Yes
2785,A,,,0,,17,Yes
2716,CP,,,0,,5,Yes
2719,R-2,59063,,0,,2,Yes
2720,CO,74050,,0,,4,Yes
2882,R-1-5,,,0,,1,Yes
6023,CO,,,0,,4,Yes
2792,R-M,,,0,,3,Yes
2342,R-1-8(PD),76067,Com,0,,6,Yes
2343,CN,,,0,,6,Yes
2477,CO,,,0,,4,Yes
7998,HI,,,0,,15,Yes
7189,A(PD),05014,OS,0,,17,Yes
2375,R-M,,,0,,3,Yes
2376,R-M,,,0,,3,Yes
2377,R-2,,,0,,2,Yes
2378,A,,,0,,17,Yes
2005,A(PD),04075,PQP,0,,16,Yes
7997,R-MH,,,0,,2,Yes
7943,A(PD),06040,Res,20.6,Yes,2,Yes
2419,R-2,,,0,,2,Yes
2038,LI,,,0,,14,Yes
2039,HI,,,0,,15,Yes
7944,A(PD),03098,Res,11.4,Yes,2,Yes
2721,R-2,,,0,,2,Yes
2743,A(PD),98101,Mix,0,Yes,18,Yes
2744,R-1-8(PD),72041,Com,0,,6,Yes
2745,R-2,64088,,0,,2,Yes
2746,A(PD),98101,Mix,0,Yes,18,Yes
2793,CP,,,0,,5,Yes
4733,A,,,0,,17,Yes
2795,R-2,,,0,,2,Yes
2818,CP,,,0,,5,Yes
2820,R-M,,,0,,3,Yes
6027,A(PD),00063,Res,35.6,Yes,3,Yes
7193,R-2,,,0,,2,Yes
7194,CP,07084,,0,,5,Yes
2035,R-1-8,,,0,,1,Yes
7979,CN,13031,,0,,6,Yes
2041,A(PD),08042,Ind,0,,13,Yes
2464,R-M,,,0,,3,Yes
2465,A(PD),05115,Res,14.9,Yes,2,Yes
2061,A,,,0,,17,Yes
2062,A(PD),81142,Res,8.2,Yes,2,Yes
2747,CP,,,0,,5,Yes
6846,CN,07092,,0,,6,Yes
2749,CN,,,0,,6,Yes
6847,A(PD),01048,OS,0,,17,Yes
4416,CN,,,0,,6,Yes
6026,A(PD),79106,Res,11.9,Yes,2,Yes
6029,A,,,0,,17,Yes
2826,A(PD),02073,Res,10.7,Yes,2,Yes
7901,CN,,,0,,6,Yes
2848,A(PD),79199,Res,8,Yes,1,Yes
7905,IP(PD),04031,Com,0,,6,No
8121,A(PD),99054,OS,0,,17,Yes
2452,R-1-8,,,0,,1,Yes
6673,A(PD),02025,Res,15.9,Yes,2,Yes
7984,A(PD),13021,Mix,50,Yes,18,Yes
7172,A(PD),06094,Res,56.8,Yes,3,Yes
7177,R-1-8,07065,,0,,1,Yes
7179,DC,08058,,0,,8,Yes
7181,A(PD),08048,Res,7.1,Yes,1,Yes
2014,LI,,,0,,14,Yes
7460,A(PD),06069,Res,50.6,Yes,3,Yes
8057,A(PD),76178,Res,6.1,Yes,1,Yes
3121,IP,,,0,,13,Yes
6889,A(PD),89110,Res,0.8,Yes,1,Yes
6922,R-MH,63131,,0,,2,Yes
8058,R-1-RR,14022,,0,,1,Yes
2849,A(PD),78153,Res,11.8,Yes,2,Yes
2850,R-1-8,,,0,,1,Yes
2851,R-1-8,,,0,,1,Yes
2852,A(PD),96061,Res,10.4,Yes,2,Yes
6383,R-1-5(PD),77147,Res,4.9,Yes,1,Yes
2580,R-M,,,0,,3,Yes
6674,CG,,,0,,7,Yes
7142,A(PD),07089,Res,14,Yes,2,Yes
7158,LI(PD),13008,Ind,0,,14,Yes
2479,LI,,,0,,14,Yes
2480,HI,,,0,,15,Yes
7124,A(PD),07081,Res,49.9,Yes,3,Yes
7125,LI,93039,,0,,14,Yes
2015,A(PD),01088,Ind,0,,13,Yes
2016,A,,,0,,17,Yes
2018,WATER,,,0,,19,Yes
2019,LI,,,0,,14,Yes
2020,HI,,,0,,15,Yes
4782,A(PD),01012,Com,0,,6,Yes
7085,CP,,,0,,5,Yes
2808,CN,67030,,0,,6,Yes
2809,A(PD),99090,Res,8.2,Yes,2,Yes
3190,A(PD),84063,Res,8.9,Yes,2,Yes
2786,A(PD),92060,Res,7,Yes,1,Yes
4772,CN,,,0,,6,Yes
4774,R-1-8,76155,,0,,1,Yes
2789,CN,07085,,0,,6,Yes
2790,A(PD),72164,Res,7.9,Yes,1,Yes
7514,R-1-5,,,0,,1,Yes
4776,R-1-8(CL),74001,OS,0,,17,Yes
7513,R-1-8,,,0,,1,Yes
6404,CP,,,0,,5,Yes
2583,A(PD),83025,Res,24.4,Yes,2,Yes
6187,A(PD),04026,Res,9.7,Yes,2,Yes
2506,R-2,,,0,,2,Yes
6719,CP,08011,,0,,5,Yes
2508,R-2,,,0,,2,Yes
6582,R-M,,,0,,3,Yes
6583,R-M,,,0,,3,Yes
2485,A(PD),94022,OS,0,,17,Yes
7123,HI,,,0,,15,Yes
7126,A(PD),07020,Mix,30,Yes,18,Yes
2006,A(PD),82020,Ind,0,,13,Yes
2007,A(PD),83022,OS,0,,17,Yes
2008,R-M,,,0,,3,Yes
7086,CP,,,0,,5,Yes
4786,A(PD),94019,PQP,0,,16,Yes
4788,LI,,,0,,14,Yes
7087,CN,07099,,0,,6,Yes
6333,R-2,,,0,,2,Yes
6331,A(PD),82076,Res,18.4,Yes,2,Yes
6412,CN,06134,,0,,6,Yes
6880,R-1-8(PD),70047,Res,13.3,No,2,Yes
2812,A(PD),97004,Com,0,,6,Yes
2817,R-1-8(PD),71121,Com,0,,6,Yes
2840,R-1-5(PD),75036,Res,7.2,Yes,1,Yes
2509,A(PD),70174,Res,13.6,Yes,2,Yes
6736,R-M,,,0,,3,Yes
2524,CP,,,0,,5,Yes
2525,CO,,,0,,4,Yes
2009,R-1-8,,,0,,1,Yes
2011,A,,,0,,17,Yes
2012,A,,,0,,17,Yes
2106,HI,,,0,,15,Yes
2148,LI,,,0,,14,Yes
2150,R-2,,,0,,2,Yes
2151,IP,,,0,,13,Yes
6601,A(PD),78155,OS,0,,17,Yes
6657,A,,,0,,17,Yes
4856,LI,,,0,,14,Yes
4867,A(PD),85109,OS,0,,17,Yes
6413,CP,,,0,,5,Yes
6414,A(PD),07040,Res,8.1,Yes,2,Yes
2841,A(PD),95053,Res,2.7,Yes,1,Yes
2842,A(PD),04105,Res,4.3,Yes,1,Yes
2843,A(PD),79092,Res,6,Yes,1,Yes
5790,IP,75068,,0,,13,Yes
2845,A(PD),94052,Res,3.4,Yes,1,Yes
5794,R-M(PD),77140,Res,13.8,Yes,2,Yes
2879,A(PD),89105,Res,10.6,Yes,2,Yes
7473,R-M,09013,,0,,3,Yes
7474,CG,09013,,0,,7,Yes
2530,A(PD),02010,Res,27,Yes,3,Yes
2854,CO,,,0,,4,Yes
2855,A(PD),80230,Res,11.8,Yes,2,Yes
2856,A(PD),81046,Res,7.8,Yes,1,Yes
2857,A(PD),97081,Res,8.3,Yes,2,Yes
2858,A(PD),90100,Res,6.3,Yes,1,Yes
2555,A(PD),05062,Res,4.9,Yes,1,Yes
7475,R-1-8,09013,,0,,1,Yes
6597,A(PD),78101,Res,11.3,Yes,2,Yes
2153,A(PD),PDC13-041,Hotel/Motel,0,,6,Yes
2154,A(PD),99060,OS,0,,17,Yes
2058,A(PD),03043,OS,0,,17,Yes
2059,A,,,0,,17,Yes
2060,A(PD),81142,Com,0,,6,Yes
6838,R-1-8,,,0,,1,Yes
7544,A,,,0,,17,Yes
7937,A(PD),91081,OS,0,,17,Yes
2869,R-M,,,0,,3,Yes
2870,R-2,,,0,,2,Yes
2889,R-2,,,0,,2,Yes
7918,A(PD),83039,Res,13.3,Yes,2,Yes
2881,A(PD),99077,Res,9.3,Yes,2,Yes
2576,R-M,,,0,,3,Yes
2577,A(PD),79103,Res,9.2,Yes,2,Yes
2496,CG,,,0,,7,Yes
2497,CG,,,0,,7,Yes
7515,A(PD),00102,Res,9.4,Yes,2,Yes
2557,R-1-8(PD),73035,Com,0,,6,Yes
2558,CO(PD),73035,Com,0,,4,Yes
2559,CP,,,0,,5,Yes
2560,A(PD),85088,Com,0,,6,Yes
2586,A(PD),77253,Res,13.3,Yes,2,Yes
2670,A(PD),91075,PQP,0,,16,Yes
2671,CO,,,0,,4,Yes
5814,R-M,,,0,,3,Yes
2674,A(PD),89118,Com,0,,6,Yes
6842,R-1-8,,,0,,1,Yes
6848,IP,,,0,,13,Yes
4419,R-MH,,,0,,2,Yes
2074,HI,,,0,,15,Yes
2075,R-M,,,0,,3,Yes
2076,A(PD),83064,Ind,0,,13,Yes
4426,R-1-1,,,0,,1,Yes
6022,A(PD),90104,Com,0,,6,Yes
2891,R-1-5,80058,,0,,1,Yes
2893,R-1-8,,,0,,1,Yes
2894,R-1-5,80058,,0,,1,Yes
2499,CP,,,0,,5,Yes
2500,CG,,,0,,7,Yes
2501,CG,,,0,,7,Yes
2502,A(PD),96033,Res,39.6,Yes,3,Yes
6113,R-M,,,0,,3,Yes
5827,A(PD),87004,Res,16.7,Yes,2,Yes
5875,A(PD),04080,Res,24,Yes,2,Yes
2602,A(PD),99094,Res,16,Yes,2,Yes
2603,A(PD),88108,Res,13,Yes,2,Yes
2604,CO,,,0,,4,Yes
2605,A(PD),90038,Res,12,Yes,2,Yes
2607,R-2,79160,,0,,2,Yes
2608,A(PD),84077,Res,17,Yes,2,Yes
4430,A(PD),93025,OS,0,,17,Yes
2108,A(PD),95045,Com,0,,6,Yes
2109,CO,,,0,,4,Yes
2110,R-1-8,,,0,,1,Yes
6329,IP(PD),90068,Com,0,,6,Yes
2112,R-M,,,0,,3,Yes
2246,CP,,,0,,5,Yes
2247,A(PD),05073,Res,11,Yes,2,Yes
2514,R-M,,,0,,3,Yes
2516,CG(PD),81042,Com,0,,7,Yes
2517,A(PD),04043,Com,0,,6,Yes
7072,CP,,,0,,5,Yes
2519,R-2,59005,,0,,2,Yes
2522,R-M,65022,,0,,3,Yes
7899,CG,,,0,,7,Yes
2548,A(PD),81102,Res,19.7,Yes,2,Yes
2551,R-1-8,,,0,,1,Yes
7907,CN,12030,,0,,6,Yes
2633,A(PD),88116,Com,0,,6,Yes
2635,R-M,,,0,,3,Yes
2561,A(PD),01043,Com,0,,6,Yes
2562,R-1-8,,,0,,1,Yes
6169,R-M,,,0,,3,Yes
2564,A(PD),00063,PQP,0,,16,Yes
6340,A(PD),77203,Res,7.8,Yes,1,Yes
6878,A(PD),96044,Res,7.9,Yes,1,Yes
2281,A(PD),00042,Res,53.9,Yes,3,Yes
2282,A(PD),00041,Res,40.7,Yes,3,Yes
2283,A(PD),91047,Mix,3.3,Yes,18,Yes
2284,LI,,,0,,14,Yes
2285,R-2,,,0,,2,Yes
2286,A(PD),84096,Res,11.9,Yes,2,Yes
2287,LI,,,0,,14,Yes
2539,CP,,,0,,5,Yes
2540,CN,,,0,,6,Yes
4823,A(PD),06062,Res,11.1,Yes,2,Yes
6475,A(PD),07025,Res,26.2,Yes,3,Yes
2544,R-M,,,0,,3,Yes
4824,A(PD),06022,Res,133.3,Yes,3,Yes
2546,R-1-5,,,0,,1,Yes
5868,A(PD),94040,Res,12.9,Yes,2,Yes
2553,CN,06017,,0,,6,Yes
2578,CN,,,0,,6,Yes
2579,A(PD),06049,Res,51.3,Yes,3,Yes
2663,CP,,,0,,5,Yes
2665,A(PD),00038,Res,21.3,Yes,2,Yes
3979,CO,,,0,,4,Yes
7866,A(PD),95040,Res,14.6,Yes,2,Yes
6741,R-1-8(PD),71125,Res,12.2,Yes,2,Yes
2651,R-M,,,0,,3,Yes
2652,R-M,,,0,,3,Yes
2653,A,,,0,,17,Yes
6184,A(PD),84109,Res,8,Yes,1,Yes
6162,R-M,,,0,,3,Yes
6874,R-M,,,0,,3,Yes
6887,A(PD),95036,Com,0,,6,Yes
2181,A(PD),97083,Com,0,,6,Yes
5064,A(PD),81005,Ind,0,,13,Yes
4277,R-1-8,,,0,,1,Yes
2874,A(PD),81037,Res,20.2,Yes,2,Yes
5732,A(PD),97010,Com,0,,6,Yes
2876,CO,,,0,,4,Yes
6762,R-1-8(CL),74001,Res,0,,1,Yes
4986,R-2,,,0,,2,Yes
6763,R-M(PD),76190,Res,8.4,Yes,2,Yes
6837,A(PD),09004,Mix,0,Yes,18,Yes
2599,R-M,,,0,,3,Yes
3982,A(PD),81118,Res,23.9,Yes,2,Yes
6850,A(PD),11006,OS,0,,17,No
2622,A(PD),82079,Res,13.9,Yes,2,Yes
2623,A(PD),96021,Res,23.3,Yes,2,Yes
2624,R-M(PD),76094,Res,39.1,Yes,3,Yes
3111,A(PD),90025,PQP,0,,16,Yes
7366,R-1-1(PD),73130,OS,0,,17,Yes
7362,R-1-1(PD),73130,Res,4.6,Yes,1,Yes
7363,R-1-1(PD),73130,Res,4.6,Yes,1,Yes
7368,A(PD),90028,OS,0,,17,Yes
6145,R-1-8(PD),70099,PQP,0,,16,Yes
3197,R-1-1,,,0,,1,Yes
3199,A(PD),00001,Res,10.9,Yes,2,Yes
2713,CP,,,0,,5,Yes
6357,A(PD),05071,Res,28.6,Yes,3,Yes
2715,R-M,,,0,,3,Yes
6359,A(PD),94038,Com,0,,6,Yes
2736,R-2,,,0,,2,Yes
6976,CN,,,0,,6,Yes
2738,R-2,,,0,,2,Yes
3344,A(PD),77184,Com,0,,6,Yes
3345,CN,,,0,,6,Yes
3421,LI,,,0,,14,Yes
2899,R-2,,,0,,2,Yes
2900,R-1-8,,,0,,1,Yes
3195,A(PD),94035,Res,11.2,Yes,2,Yes
3196,R-1-8,,,0,,1,Yes
6140,R-1-8,,,0,,1,Yes
2997,A(PD),84107,Ind,0,,13,Yes
2998,R-1-1,,,0,,1,Yes
2999,IP(PD),74061,Ind,0,,13,Yes
3000,R-1-1,,,0,,1,Yes
3001,A(PD),74061,Ind,0,,13,Yes
2739,R-1-8,,,0,,1,Yes
6765,R-M,76010,,0,,3,Yes
6778,CO,,,0,,4,Yes
6794,A(PD),01038,Res,60,Yes,3,Yes
2760,R-M,,,0,,3,Yes
4624,A(PD),05091,Res,89,Yes,3,Yes
4162,R-1-2(PD),78054,Res,2.1,No,1,Yes
2991,A,72093,,0,,17,Yes
7701,CP(PD),10020,Com,0,,5,Yes
6540,A,,,0,,17,Yes
6659,A(PD),98106,Res,6.7,Yes,1,Yes
6551,A(PD),07074,Com,0,,6,Yes
6543,A(PD),02068,Res,7.9,Yes,1,Yes
7714,LI,,,0,,14,Yes
7711,LI,,,0,,14,Yes
7713,LI,,,0,,14,Yes
7715,LI,,,0,,14,Yes
2994,A,,,0,,17,Yes
2995,R-1-1,,,0,,1,Yes
2996,R-1-1(PD),66078,Res,11,Yes,2,Yes
6249,A(PD),79206,Res,7.9,Yes,1,Yes
3099,CP,,,0,,5,Yes
4471,R-MH,,,0,,2,Yes
3083,A(PD),83018,Res,17.8,Yes,2,Yes
6690,R-1-2,06127,,0,,1,Yes
7092,A,,,0,,17,Yes
3086,A(PD),84069,Res,8,Yes,1,Yes
5785,A,,,0,,17,Yes
6705,R-1-2,,,0,,1,Yes
6693,R-1-RR,06127,,0,,1,Yes
6545,R-M,,,0,,3,Yes
6552,A(PD),07074,Com,0,,6,Yes
6661,IP(PD),12019,Ind,0,,13,Yes
3173,A,,,0,,17,Yes
3174,R-1-1,,,0,,1,Yes
3175,R-1-2,80089,,0,,1,Yes
7337,A(PD),85049,Res,8.4,Yes,2,Yes
7336,A(PD),85049,OS,0,,17,Yes
3095,A(PD),89025,Com,0,,6,Yes
6419,A(PD),01097,Res,18.5,Yes,2,Yes
6420,A(PD),01097,OS,0,,17,Yes
7913,A(PD),07017,Res,45,Yes,3,Yes
8002,R-1-8,,,0,,1,Yes
7892,A(PD),99031,Com,0,,6,Yes
2963,R-1-1,,,0,,1,Yes
2964,R-1-1,,,0,,1,Yes
2965,R-1-8,77150,,0,,1,Yes
2966,A(PD),04077,Res,4.5,Yes,2,Yes
7818,IP(PD),11018,Res,55,Yes,3,Yes
6706,R-1-2,06127,,0,,1,Yes
3102,A(PD),90002,Com,0,,6,Yes
3104,R-2,,,0,,2,Yes
4405,R-M,,,0,,3,Yes
3419,R-M,64121,,0,,3,Yes
4665,A(PD),85021,Res,1.7,Yes,1,Yes
3191,R-M(CL),69001,Res,0,,3,Yes
3192,A(PD),97016,Res,7.8,Yes,1,Yes
5976,CP,,,0,,5,Yes
3177,A(PD),12012,PQP,0,,16,Yes
3178,R-MH,80079,,0,,2,Yes
3179,A(PD),99037,Res,1.9,Yes,1,Yes
3180,R-1-8,,,0,,1,Yes
3181,R-1-5,80079,,0,,1,Yes
2953,R-1-1,,,0,,1,Yes
2954,HI,,,0,,15,Yes
7507,R-1-8,04034,,0,,1,Yes
4796,A(PD),06087,Res,15.3,Yes,2,Yes
4838,A(PD),96018,Res,25.5,Yes,3,Yes
6488,A(PD),90110,Com,0,,6,Yes
8191,TEC,14029,,0,,12,Yes
8198,A(PD),08010,Res,136,Yes,3,Yes
8210,A(PD),13-009,Res/Com Mixed,0,Yes,7,
8211,HI,,,0,,15,Yes
6131,R-MH,64110,,0,,2,Yes
5677,CN,,,0,,6,Yes
3506,A(PD),87088,Res,13.2,Yes,2,Yes
2987,A(PD),88138,PQP,0,,16,Yes
2988,A,,,0,,17,Yes
2989,R-1-1,,,0,,1,Yes
2969,A(PD),99076,Com,0,,6,Yes
2970,A(PD),89042,Res,14.6,Yes,2,Yes
3069,A,,,0,,17,Yes
7717,CG(PD),13051,Com,0,,7,Yes
2974,A(PD),96062,Res,22.3,Yes,2,Yes
6274,A(PD),90041,Res,27.8,Yes,3,Yes
2979,A(PD),93008,Ind,0,,13,Yes
2801,CP,63104,,0,,5,Yes
7079,CO,,,0,,4,Yes
7080,A(PD),07021,Res,7.5,Yes,1,Yes
7052,CO,,,0,,4,Yes
7184,CN,08060,,0,,6,Yes
7186,CP,,,0,,5,Yes
2531,A(PD),75095,Res,7.2,Yes,1,Yes
3063,R-M,61101,,0,,3,Yes
3064,A(PD),80105,Res,11.8,Yes,2,Yes
7344,A(PD),04057,Res,0.1,Yes,1,Yes
6533,A(PD),78179,Res,7.7,Yes,1,Yes
3152,A(PD),81068,Res,11.3,Yes,2,Yes
3137,R-1-5(PD),66035,Res,9.6,Yes,2,Yes
3154,A(PD),81068,Res,14,Yes,2,Yes
5876,R-M,,,0,,3,Yes
3072,A(PD),91065,Com,0,,6,Yes
3073,A(PD),92051,Res,1.8,Yes,1,Yes
5185,R-M,,,0,,3,Yes
5187,A(PD),02051,Res,25,Yes,2,Yes
6608,A,,,0,,17,Yes
6615,R-1-5,04021,,0,,1,Yes
6616,A,80203,,0,,17,Yes
6618,A,,,0,,17,Yes
7188,CP,,,0,,5,Yes
6739,A(PD),85054,Res,44.5,Yes,3,Yes
6742,R-1-8,,,0,,1,Yes
4976,A(PD),83045,Ind,0,,13,Yes
6757,A(PD),87054,Res,11.2,Yes,2,Yes
4978,A,,,0,,17,Yes
6534,A(PD),86108,Res,8,Yes,1,Yes
2915,R-2,64141,,0,,2,Yes
2937,A,,,0,,17,Yes
2938,A(PD),84094,Ind,0,,13,Yes
2939,A(PD),13-016,Cemetary,0,Yes,17,Yes
5942,A(PD),93013,PQP,0,,16,Yes
2942,R-1-1,,,0,,1,Yes
2943,R-MH,68021,,0,,2,Yes
2944,CP,68021,,0,,5,Yes
6530,CN,,,0,,6,Yes
4475,R-1-8,,,0,,1,Yes
6547,A,,,0,,17,Yes
3160,A(PD),01040,Res,9.4,Yes,2,Yes
4473,A(PD),00047,Com,0,,6,Yes
2955,R-1-1,,,0,,1,Yes
5872,R-MH,,,0,,2,Yes
5837,R-M,,,0,,3,Yes
4238,A(PD),90016,Ind,0,,13,Yes
2805,CO(PD),10011,Com,0,,4,Yes
2510,A(PD),79225,Res,9.3,Yes,2,Yes
4642,R-1-8,,,0,,1,Yes
4643,R-M(PD),76158,Res,22.1,Yes,2,Yes
6123,R-1-8(PD),70022,Res,8,Yes,1,Yes
5682,CG,,,0,,7,Yes
4197,R-M,,,0,,3,Yes
4198,A(PD),04054,Res,12,Yes,2,Yes
2945,R-1-1,,,0,,1,Yes
2946,R-MH,66134,,0,,2,Yes
2947,R-1-1,,,0,,1,Yes
2949,A(PD),95030,PQP,0,,16,Yes
2950,R-1-1,,,0,,1,Yes
2951,A(PD),96037,OS,0,,17,Yes
2952,A(PD),96037,OS,0,,17,Yes
6262,R-M(CL),70001,Res,0,,3,Yes
2973,CP,,,0,,5,Yes
3046,A,,,0,,17,Yes
2956,A(PD),83040,OS,0,,17,Yes
2957,R-1-1,,,0,,1,Yes
2958,R-1-5,74023,,0,,1,Yes
3029,A(PD),14-024,Com/Restaurant,0,Yes,6,No
6877,A(PD),04017,Res,26,Yes,3,Yes
2511,A(PD),83097,Com,0,,6,Yes
2513,A(PD),80051,Res,31.2,Yes,3,Yes
2532,R-1-5,,,0,,1,Yes
4821,R-1-5,,,0,,1,Yes
2534,R-2,,,0,,2,Yes
5842,R-2,,,0,,2,Yes
5843,A(PD),95024,Res,12.7,Yes,2,Yes
2537,A(PD),84008,Res,5.5,Yes,1,Yes
3267,R-1-1,,,0,,1,Yes
5680,R-M,,,0,,3,Yes
5683,A(PD),99092,Com,0,,6,Yes
3065,A(PD),79069,Res,7.7,Yes,1,Yes
3134,A(PD),87006,Ind,0,,13,Yes
5530,R-1-1(PD),73094,Res,3.8,Yes,1,Yes
3138,A(PD),94045,PQP,0,,16,Yes
3139,R-1-8(PD),69036,Res,10,No,2,Yes
5524,R-1-1(PD),73094,Res,3.8,Yes,1,Yes
4708,A(PD),06010,Res,17.5,Yes,2,Yes
5527,A(PD),93026,Res,1.8,Yes,1,Yes
5526,R-1-1(PD),73094,Res,3.8,Yes,1,Yes
5941,A(PD),95009,Res,9.2,Yes,2,Yes
5529,R-1-1(PD),73094,Res,3.8,Yes,1,Yes
5846,R-1-8(PD),75079,Res,8,Yes,1,Yes
4822,R-1-5,,,0,,1,Yes
2860,A(PD),87097,Res,12.7,Yes,2,Yes
2861,A(PD),79067,Res,7.7,Yes,1,Yes
2862,A(PD),92042,Com,0,,6,Yes
2863,R-M,,,0,,3,Yes
6402,A(PD),05061,Res,8.6,Yes,2,Yes
6291,A(PD),99020,Res,14,Yes,2,Yes
6360,LI,,,0,,14,Yes
6386,R-2(PD),74034,Com,0,,6,Yes
2919,R-M,,,0,,3,Yes
2920,R-1-8,,,0,,1,Yes
2921,R-M,58036,,0,,3,Yes
7834,A(PD),10007,Res,11.8,Yes,2,Yes
2901,R-M,,,0,,3,Yes
2922,CP,,,0,,5,Yes
7569,R-1-8,,,0,,1,Yes
2925,A(PD),00070,Mix,200,Yes,18,Yes
2926,CO,,,0,,4,Yes
7568,A(PD),77159,Res,10.3,Yes,2,Yes
6520,R-1-1,,,0,,1,Yes
3143,R-M,,,0,,3,Yes
6086,IP,,,0,,13,Yes
2865,R-M(PD),70191,Res,28.1,Yes,3,Yes
2566,A(PD),78205,Res,15,Yes,2,Yes
6403,A(PD),05061,OS,0,,17,Yes
4480,CO,,,0,,4,Yes
6344,R-M,,,0,,3,Yes
6352,A(PD),93001,Res,7.5,Yes,1,Yes
6353,R-1-8(PD),76145,Res,7.9,Yes,1,Yes
2678,CO,,,0,,4,Yes
4620,CG,,,0,,7,Yes
4008,A(PD),84054,Res,39.2,Yes,3,Yes
4621,CG,,,0,,7,Yes
4038,R-M,,,0,,3,Yes
2941,LI,,,0,,14,Yes
3019,R-M,,,0,,3,Yes
3020,R-M(PD),76113,Res,38.3,Yes,3,Yes
5192,R-M,,,0,,3,Yes
7440,A(PD),79130,Res,4.6,Yes,1,Yes
3023,A,,,0,,17,Yes
3025,A(PD),03002,Res,33,Yes,3,Yes
7447,R-1-8,,,0,,1,Yes
7448,A(PD),01066,Res,9.8,Yes,2,Yes
7451,CP,,,0,,5,Yes
6486,CO,,,0,,4,Yes
6487,CO(PD),78063,Com,0,,4,Yes
4080,R-M,,,0,,3,Yes
4082,R-M,,,0,,3,Yes
4382,CG,87071,,0,,7,Yes
6865,CN,05054,,0,,6,Yes
3031,R-2,,,0,,2,Yes
3032,A(PD),86053,Res,15.4,Yes,2,Yes
6863,CP,,,0,,5,Yes
6354,A,,,0,,17,Yes
2680,A(PD),02071,Res,18,Yes,2,Yes
6355,R-M(PD),74004,OS,0,,17,Yes
8022,TEC,13044,,0,,12,Yes
4831,A(PD),02087,Res,15,Yes,2,Yes
2611,A,79166,,0,,17,Yes
6432,R-M,,,0,,3,Yes
3022,A(PD),94054,Res,14.2,Yes,2,Yes
3268,R-1-2(PD),77074,Res,2.5,Yes,1,Yes
7968,A(PD),13056,Res,68,Yes,3,Yes
4873,A(PD),98005,Res,2.1,Yes,1,Yes
6610,A(PD),91065,Res,1,Yes,1,Yes
4902,A,,,0,,17,Yes
4660,R-1-2(PD),73040,Res,4.9,Yes,1,Yes
3027,IP,75053,,0,,13,Yes
4681,R-1-1,,,0,,1,Yes
6866,A(PD),86008,Com,0,,6,Yes
7241,A(PD),08055,Res,3.8,Yes,1,Yes
7699,CP,,,0,,5,Yes
7245,A(PD),94025,Res,1,Yes,1,Yes
7244,A(PD),09008,Res,5.9,Yes,1,Yes
4777,R-1-8,,,0,,1,Yes
3892,A(PD),04100,Ind,0,,13,No
2614,A(PD),88100,Res,14.8,Yes,2,Yes
2709,R-M,,,0,,3,Yes
2710,R-1-8(PD),72042,Com,0,,6,Yes
4842,CP,,,0,,5,Yes
6469,LI,,,0,,14,Yes
5858,R-2,,,0,,2,Yes
2638,R-2,,,0,,2,Yes
2640,A(PD),81065,Res,7.9,Yes,1,Yes
7427,R-1-5,,,0,,1,Yes
6613,A(PD),98022,PQP,0,,16,Yes
6614,R-1-8,,,0,,1,Yes
4778,A,,,0,,17,Yes
3136,A(PD),05018,PQP,0,,16,Yes
2896,A(PD),83062,Res,24.9,Yes,2,Yes
2897,R-1-8,,,0,,1,Yes
3049,R-1-8(PD),73128,Res,7.8,Yes,1,Yes
3123,R-1-5,,,0,,1,Yes
3124,A(PD),94040,OS,0,,17,Yes
3125,WATER,,,0,,19,Yes
3130,A(PD),89136,Res,4.2,Yes,1,Yes
