STM_OTF_ID,COMPKEY,COMPTYPE,TYPE,PCD_TYPE,PCD_IN_DAT,PCD_MANUF,STATUS,FLAP_BRAND,AGENCY,OWNER,QTR_PANEL,WATERWAY,MAJ_W_SHED,LONG_NAD83,LAT_NAD83,DETAL_LINK,QUALTY_LEV,REC_DRAW,OTH_PN_CRE,OTH_PN_MOD,CONST_DATE,ACCEP_DATE,AT_MOD_DAT,GE_MOD_DAT,MESSAGE
349,,87,Pipe,,,,EXISTING,Waterman,,San Jose,114B,Guadalupe River,Guadalupe River,-121.877465,37.276726,,C2,0,MGE,,,,20110916122544,20110612111145,MRF:Can't locate the Outfall from Google Earth or Orthophoto
350,,87,Riprap,,,,EXISTING,,,San Jose,128A,Ross Creek,Guadalupe River,-121.907532,37.254328,,C2,0,MGE,,,,20110916122544,20110612111145,MRF:Can't locate the outfall from Google Earth or Orthophoto
351,,87,Riprap,,,,EXISTING,,,San Jose,128A,Ross Creek,Guadalupe River,-121.906264,37.256014,,C2,0,MGE,,,,20110916122544,20110612111146,MRF:Can't locate the outfall from Google Earth or Orthophoto
352,,87,Riprap,,,,EXISTING,,,San Jose,128A,Ross Creek,Guadalupe River,-121.904707,37.257981,,C2,0,MGE,,,,20110916122544,20110612111147,MRF:Can't locate the Outfall from Google Earth or Orthophoto
353,,87,Riprap,,,,EXISTING,Armco,,San Jose,114B,Guadalupe River,Guadalupe River,-121.877339,37.275982,,C2,0,MGE,,,,20110916122544,20110612111147,
354,,87,Pipe,,,,EXISTING,,,San Jose,114B,Guadalupe River,Guadalupe River,-121.877309,37.27593,,C2,0,MGE,,,,20110916122544,20110612111148,
357,,87,Pipe,,,,EXISTING,,,San Jose,128A,Ross Creek,Guadalupe River,-121.903122,37.259158,,C2,0,MGE,,,,20110916122544,20110612111149,MRF:Can't locate the outfall from Google Earth or Orthophoto
359,,87,Pipe,,,,EXISTING,,,San Jose,114D,Guadalupe River,Guadalupe River,-121.878518,37.271073,,C2,0,MGE,,,,20110916122544,20110620114506,MRF:Can't locate the Outfall from Google Earth or Orthophoto
361,,87,Pipe,,,,EXISTING,,,San Jose,114D,Guadalupe River,Guadalupe River,-121.878599,37.269981,,C2,0,MGE,,,,20110916122544,20110612111150,MRF:Can't locate the Outfall from Google Earth or Orthophoto
363,,87,Riprap,,,,EXISTING,,,San Jose,114C,Ross Creek,Guadalupe River,-121.901266,37.259733,,C2,0,MGE,,,,20110916122544,20110612111151,MRF:Can't locate the Outfall from Google Earth or Orthophoto
773,,87,Pipe,,,,EXISTING,,,San Jose,115B,Coyote Creek,Coyote,-121.812666,37.278842,,D2,,MGE,DD3275,,,20140515151031,20140515112548,
2159,,87,Flapgate,,,,EXISTING,,,San Jose,68D,Lower Silver Creek,Coyote,-121.828806,37.354243,,C2,0,DD-1028,DD-3245,20010914000000,,20131204083621,20110325143811,
1077,,87,Riprap,,,,EXISTING,,,San Jose,113A,Los Gatos Creek,Guadalupe River,-121.943453,37.276557,,C2,0,DIST 4,,19940929000000,,20110916122544,20110612111231,
1078,,87,Pipe,,,,EXISTING,,,San Jose,128A,Ross Creek,Guadalupe River,-121.907595,37.254205,,C2,0,TR8457,,19901202000000,,20110916122544,20110612111232,
1084,,87,Riprap,,,,EXISTING,,,San Jose,128C,Guadalupe Creek,Guadalupe River,-121.890712,37.235653,,C2,0,TR8611,,19931102000000,,20110916122544,20110612111232,
1087,,87,Riprap,,,,EXISTING,,,San Jose,127B,Ross Creek,Guadalupe River,-121.930159,37.245851,,C2,0,953590,,19940502000000,,20110916122544,20110612111233,
1090,,87,Riprap,,,,EXISTING,,,San Jose,128B,Guadalupe River,Guadalupe River,-121.869435,37.258488,,C2,0,927517,,19890602000000,,20110916122544,20110612111233,MRF:locate the Outfall from Google Earth
1091,,87,Riprap,,,,EXISTING,,,San Jose,127B,Ross Creek,Guadalupe River,-121.928565,37.245958,,C2,-1,974753,,19960602000000,,20110916122544,20110612111233,MRF:Can't locate the Outfall from Google Earth or Orthophoto
2107,,87,Riprap,,,,EXISTING,,,San Jose,127D,Lone Hill Creek,Guadalupe River,-121.917769,37.244285,,C2,0,DD-0060,,20010613000000,,20110916122544,20110612111234,MRF:Can't locate the Outfall from Google Earth or Orthophoto
2108,,87,Flapgate,,,,EXISTING,Waterman,,San Jose,127D,Lone Hill Creek,Guadalupe River,-121.917235,37.244853,,C2,0,DD-0060,,20010613000000,,20110916122544,20110612111234,MRF:Can't locate the outfall from Google Earth or Orthophoto
2109,,87,Riprap,,,,EXISTING,,,San Jose,127B,Lone Hill Creek,Guadalupe River,-121.916301,37.24764,,C2,0,DD-0060,,20010613000000,,20110916122544,20110612111235,MRF:Can't locate the Outfall from Google Earth or Orthophoto
2110,,87,Riprap,,,,EXISTING,,,San Jose,127B,Lone Hill Creek,Guadalupe River,-121.9163,37.247607,,C2,0,DD-0060,,20010613000000,,20110916122544,20110612111235,MRF:Can't locate the Outfall from Google Earth or Orthophoto
2111,,87,Flapgate,,,,EXISTING,Waterman,,San Jose,127B,Lone Hill Creek,Guadalupe River,-121.916298,37.247468,,C2,0,DD-0060,,20010613000000,,20110916122544,20110612111236,MRF:Can't locate the Outfall from Google Earth or Orthophoto
2112,,87,Riprap,,,,EXISTING,,,San Jose,127D,Ross Creek,Guadalupe River,-121.937506,37.243216,,C2,0,DD-0061,,20010615000000,,20110916122544,20110612111237,MRF:Can't locate the Outfall from Google Earth or Orthophoto
2113,,87,Riprap,,,,EXISTING,,,San Jose,128B,Guadalupe River,Guadalupe River,-121.86967,37.252988,,C2,0,DD-0063,,20010618000000,,20110916122544,20110612111237,
2114,,87,Riprap,,,,EXISTING,,,San Jose,128B,Guadalupe Creek,Guadalupe River,-121.870615,37.250275,,C2,0,DD-0063,,20010620000000,,20110916122544,20110612111238,MRF:Can't locate the outfall from Google Earth or Orthophoto
2115,,87,Riprap,,,,EXISTING,,,San Jose,128B,Guadalupe Creek,Guadalupe River,-121.870622,37.250246,,C2,0,DD-0063,,20010620000000,,20110916122544,20110612111238,MRF:Can't locate the outfall from Google Earth or Orthophoto
2521,,87,Riprap,,,,EXISTING,,,San Jose,114C,Ross Creek,Guadalupe River,-121.900232,37.259995,,D2,-1,1-2766,,19610717000000,,20110916122547,20110613103313,
2522,,87,Concrete,,,,EXISTING,,,San Jose,114D,Guadalupe Creek,Guadalupe River,-121.874117,37.262185,,D2,-1,1-8484,,19930210000000,,20110916122547,20110613103313,
2523,,87,Concrete,,,,EXISTING,,,San Jose,127B,Ross Creek,Guadalupe River,-121.939997,37.252032,,D2,-1,1-9835,,20071220000000,,20110916122547,20110613103313,MRF:Can't locate the Outfall from Google Earth or Orthophoto
2524,,87,Concrete,,,,EXISTING,,,San Jose,127B,Ross Creek,Guadalupe River,-121.93936,37.25192,,D2,-1,1-9835,,20071220000000,,20110916122547,20110613103314,MRF:Can't locate the Outfall from Google Earth or Orthophoto
2525,,87,Concrete,,,,EXISTING,,,San Jose,127B,Ross Creek,Guadalupe River,-121.93924,37.251898,,D2,-1,1-9835,,20071220000000,,20110916122547,20110613103314,MRF:Can't locate the Outfall from Google Earth or Orthophoto
2526,,87,Concrete,,,,EXISTING,,,Private,127B,Ross Creek,Guadalupe River,-121.938214,37.251714,,D2,-1,1-9835,,20071220000000,,20130805094320,20110613103314,MRF:Can't locate the Outfall from Google Earth or Orthophoto
2527,,87,Concrete,,,,EXISTING,,,Private,127B,Ross Creek,Guadalupe River,-121.938395,37.251746,,D2,-1,1-9835,,20071220000000,,20130805094310,20110613103314,MRF:Can't locate the Outfall from Google Earth or Orthophoto
2528,,87,Concrete,,,,EXISTING,,,Private,127B,Ross Creek,Guadalupe River,-121.938093,37.251691,,D2,-1,1-9835,,20071220000000,,20130805094328,20110613103315,MRF:Can't locate the Outfall from Google Earth or Orthophoto
2531,,87,Concrete,,,,EXISTING,,,San Jose,127D,Ross Creek,Guadalupe River,-121.933114,37.245104,,D2,-1,1-6338,,19791218000000,,20110916122547,20110620110850,
2532,,87,Concrete,,,,EXISTING,,,San Jose,128D,Alamitos Creek,Guadalupe River,-121.870823,37.238655,,D2,-1,1-16_ALMDN_LK_PK_ALMD0584,,19850418000000,,20110916122547,20110613103316,
2533,,87,Concrete,,,,EXISTING,,,San Jose,141D,Golf Creek,Guadalupe River,-121.874087,37.206428,,D2,-1,TR5472,,19740203000000,19750202000000,20110916122547,20110613103316,MRF:Can't locate the outfall from Google Earth or Orthophoto
2116,,87,Riprap,,,,EXISTING,,,San Jose,128B,Guadalupe Creek,Guadalupe River,-121.869361,37.255606,,C2,0,DD-0063,,20010620000000,,20110916122544,20110612111240,MRF:Can't locate the Outfall from Google Earth or Orthophoto
2117,,87,Riprap,,,,EXISTING,,,San Jose,128B,Guadalupe Creek,Guadalupe River,-121.869444,37.255366,,C2,0,DD-0063,,20010620000000,,20110916122544,20110612111240,
2118,,87,Riprap,,,,EXISTING,,,San Jose,141D,Golf Creek,Guadalupe River,-121.874978,37.218339,,C2,0,DD-0066,,20010621000000,,20110916122544,20110612111240,
2119,,87,Riprap,,,,EXISTING,,,San Jose,141D,Golf Creek,Guadalupe River,-121.874403,37.217204,,C2,0,DD-0066,,20010621000000,,20110916122544,20110612111241,MRF:Can't locate the Outfall from Google Earth or Orthophoto
2121,,87,Riprap,,,,EXISTING,,,San Jose,141D,Golf Creek,Guadalupe River,-121.872691,37.21565,,C2,0,DD-0066,,20010622000000,,20110916122544,20110612111241,
2122,,87,Riprap,,,,EXISTING,,,San Jose,141D,Golf Creek,Guadalupe River,-121.871775,37.208546,,C2,0,MGE,,20100423000000,,20110916122544,20110612111241,MRF:Can't locate the Outfall from Google Earth or Orthophoto
2123,,87,Riprap,,,,EXISTING,,,San Jose,141D,Golf Creek,Guadalupe River,-121.874362,37.215639,,C2,0,DD-0066,,20010622000000,,20110916122544,20110612111241,
2124,,87,Pipe,,,,EXISTING,,,San Jose,141D,Golf Creek,Guadalupe River,-121.871787,37.208562,,C2,0,DD-0066,,20010626000000,,20110916122544,20110612111242,MRF:Can't locate the Outfall from Google Earth or Orthophoto
2125,,87,Riprap,,,,EXISTING,,,San Jose,141D,Golf Creek,Guadalupe River,-121.871566,37.207763,,C2,0,DD-006,,20010626000000,,20110916122544,20110612111242,MRF:Can't locate the Outfall from Google Earth or Orthophoto
2126,,87,Pipe,,,,EXISTING,,,San Jose,141D,Golf Creek,Guadalupe River,-121.867271,37.208598,,C2,0,MGE,,20100430000000,,20110916122544,20110612111242,MRF:Can't locate the Outfall from Google Earth or Orthophoto
2127,,87,Riprap,,,,EXISTING,,,San Jose,141D,Golf Creek,Guadalupe River,-121.871786,37.208485,,C2,0,MGE,,20100423000000,,20110916122544,20110612111243,MRF:Can't locate the Outfall from Google Earth or Orthophoto
2128,,87,Riprap,,,,EXISTING,,,San Jose,141D,Golf Creek,Guadalupe River,-121.869347,37.213034,,C2,0,DD-0067,,20010629000000,,20110916122544,20110612111243,MRF:Can't locate the Outfall from Google Earth or Orthophoto
2200,,87,Flapgate,,,,EXISTING,,,San Jose,112D,,San Tomas,-121.990832,37.271527,,C2,-1,DD-0227,,20021002000000,,20110916123027,20110612111243,"MRF:Can't locate the Outfall from Google Earth or Orthophoto,MGE indicates FLAPGATE as ‘Y’ but cannot find record in CSJ  Flapgates List-2011.xls"
2202,,87,Riprap,,,,EXISTING,,,San Jose,141B,Golf Creek,Guadalupe River,-121.874822,37.2292,,C2,0,DD-0286,,20021114000000,,20110916122544,20110612111244,MRF:Can't locate the Outfall from Google Earth or Orthophoto
2205,,87,Pipe,,,,EXISTING,Waterman,,San Jose,114B,Canoas Creek,Guadalupe River,-121.865828,37.282257,,C2,0,3-12615,,19991102000000,,20110916122544,20110612111244,
2251,,87,Riprap,,,,EXISTING,,,San Jose,128B,Guadalupe River,Guadalupe River,-121.86952,37.254626,,C2,0,3-6673,,20000125000000,,20110916122544,20110620124324,
2253,,87,Riprap,,,,EXISTING,Waterman,,San Jose,128B,Guadalupe Creek,Guadalupe River,-121.869458,37.255158,,C2,0,DD-0179,,20030826000000,,20110916122544,20110612111245,MRF:Can't locate the Outfall from Google Earth or Orthophoto
2254,,87,Riprap,,,,EXISTING,Waterman,,San Jose,128B,Guadalupe Creek,Guadalupe River,-121.869184,37.255195,,C2,0,DD-0179,,20030826000000,,20110916122544,20110612111245,
2265,,87,Riprap,,,,EXISTING,,,San Jose,141A,Guadalupe Creek,Guadalupe River,-121.907689,37.221536,,C2,0,DD-0216,,20030926000000,,20110916122544,20110612111245,MRF:Can't locate the Outfall from Google Earth or Orthophoto
2266,,87,Pipe,,,,EXISTING,,,San Jose,113A,San Tomas Aquino Creek,San Tomas,-121.965202,37.27877,,C2,0,1-3059,,20031010000000,,20110916122544,20110612111245,
2267,,87,Pipe,,,,EXISTING,,,San Jose,112B,San Tomas Aquino Creek,San Tomas,-121.968264,37.277496,,C2,0,DD-0234,,20031009000000,,20110916122544,20110615175510,
2268,,87,Riprap,,,,EXISTING,,,San Jose,112D,,San Tomas,-121.990944,37.270041,,C2,0,DD-0236,,20031020000000,,20110916123027,20110612111246,MRF:locate the Outfall from Google Earth
2269,,87,Riprap,,,,EXISTING,,,San Jose,112D,,San Tomas,-121.990867,37.270066,,C2,0,DD-0236,,20031020000000,,20110916123027,20110612111246,MRF:Can't locate the Outfall from Google Earth or Orthophoto
2281,,87,Riprap,,,,EXISTING,,,San Jose,114B,Canoas Creek,Guadalupe River,-121.868973,37.280192,,C2,0,DD-0275,3-12712,20040114000000,20090129000000,20121102083041,20110612111247,MRF:Can't locate the Outfall from Google Earth or Orthophoto
2284,,87,Concrete,,,,EXISTING,,,San Jose,128D,Golf Creek,Guadalupe River,-121.871604,37.232966,,C2,0,DD-0287,,20040309000000,,20110916122544,20110612111247,MRF:Can't locate the Outfall from Google Earth or Orthophoto
2293,,87,Concrete,,,,EXISTING,,,San Jose,80D,,Calabazas,-122.032489,37.312777,,C2,0,DD-0360,,20040429000000,,20110916123027,20110612111247,MRF:Can't locate the outfall from Google Earth or Orthophoto
2309,,87,Riprap,,,,EXISTING,,,San Jose,97C,Saratoga Creek,San Tomas,-121.998251,37.29759,,C2,0,DD-2462,,20060131000000,,20110916122544,20150223123812,MRF:Can't locate the outfall from Google Earth or Orthophoto
2310,,87,Riprap,,,,EXISTING,Waterman,,San Jose,114B,Guadalupe River,Guadalupe River,-121.878575,37.279604,,C2,0,1-9097,,19820720000000,,20111020103109,20110612111248,
2335,,87,Pipe,,,,EXISTING,,,San Jose,114B,Canoas Creek,Guadalupe River,-121.865868,37.28236,,C2,0,MGE,,20080313000000,,20110916122544,20110616191830,
2395,,87,Riprap,,,,EXISTING,,,San Jose,96B,Calabazas Creek,Calabazas,-122.024529,37.303985,,C2,0,DD-2511,,20080722000000,,20110916122544,20110620113820,MRF:Can't locate the outfall from Google Earth or Orthophoto
2396,,87,Concrete,,,,EXISTING,,,San Jose,97A,Saratoga Creek,San Tomas,-121.996776,37.309482,,C2,0,DD-2162,,20080722000000,,20110916122544,20110612111249,MRF:Can't locate the Outfall from Google Earth or Orthophoto
2397,,87,Concrete,,,,EXISTING,,,San Jose,98A,San Tomas Aquino Creek,San Tomas,-121.96424,37.307638,,C2,0,DD-2426,,20080724000000,,20110916122544,20110612111249,MRF:locate the Outfall from Google Earth
2398,,87,Concrete,,,,EXISTING,,,San Jose,98A,San Tomas Aquino Creek,San Tomas,-121.964252,37.308591,,C2,0,DD-2426,,20080724000000,,20110916122544,20110612111250,MRF:Can't locate the Outfall from Google Earth or Orthophoto
2399,,87,Concrete,,,,EXISTING,,,San Jose,98A,San Tomas Aquino Creek,San Tomas,-121.964215,37.308815,,C2,0,DD-2427,,20080725000000,,20110916122544,20110612111250,MRF:locate the Outfall from Google Earth
2400,,87,Concrete,,,,EXISTING,,,San Jose,98A,San Tomas Aquino Creek,San Tomas,-121.964373,37.308566,,C2,0,DD-2427,,20080725000000,,20110916122544,20110612111250,MRF:locate the Outfall from Google Earth
2401,,87,Concrete,,,,EXISTING,,,San Jose,98A,San Tomas Aquino Creek,San Tomas,-121.964756,37.300819,,C2,0,DD-2433,,20080725000000,,20110916122544,20110612111251,
2403,,87,Concrete,,,,EXISTING,,,San Jose,98C,San Tomas Aquino Creek,San Tomas,-121.961288,37.294185,,C2,0,DD-2609,,20080726000000,,20110916122544,20110612111251,MRF:Can't locate the Outfall from Google Earth or Orthophoto
497,,87,Riprap,,,,EXISTING,,,San Jose,127D,Lone Hill Creek,Guadalupe River,-121.918288,37.243614,,C2,0,MGE,,,,20110916122544,20110612111216,MRF:Can't locate the Outfall from Google Earth or Orthophoto
498,,87,Riprap,,,,EXISTING,,,San Jose,127D,Lone Hill Creek,Guadalupe River,-121.918228,37.243616,,C2,0,DD-0070,,20010924000000,,20110916122544,20110612111216,MRF:Can't locate the Outfall from Google Earth or Orthophoto
500,,87,Pipe,,,,EXISTING,,,San Jose,127B,Ross Creek,Guadalupe River,-121.931342,37.245884,,C2,0,MGE,,,,20110916122544,20110612111217,MRF:Can't locate the Outfall from Google Earth or Orthophoto
572,,87,Pipe,,,,EXISTING,,,San Jose,114D,Guadalupe River,Guadalupe River,-121.873382,37.261136,,C2,0,MGE,,,,20110916122544,20110612111217,MRF:Can't locate the Outfall from Google Earth or Orthophoto
664,,87,Pipe,,,,EXISTING,,,San Jose,141D,Golf Creek,Guadalupe River,-121.869628,37.213291,,C2,0,MGE,,,,20110916122544,20110612111218,MRF:Can't locate the Outfall from Google Earth or Orthophoto
991,,87,Pipe,,,,EXISTING,,,San Jose,141B,Golf Creek,Guadalupe River,-121.874863,37.229313,,C2,0,MGE,,,,20110916122544,20110612111218,MRF:Can't locate the Outfall from Google Earth or Orthophoto
992,,87,Riprap,,,,EXISTING,,,San Jose,141B,Golf Creek,Guadalupe River,-121.874622,37.228169,,C2,0,MGE,,,,20110916122544,20110612111218,
993,,87,Concrete,,,,EXISTING,Armco,,San Jose,127B,Ross Creek,Guadalupe River,-121.922464,37.247529,,C2,0,MGE,,,,20110916122544,20110612111219,MRF:Can't locate the Outfall from Google Earth or Orthophoto
995,,87,Concrete,,,,EXISTING,Armco,,San Jose,127B,Ross Creek,Guadalupe River,-121.922466,37.247467,,C2,0,MGE,,,,20110916122544,20110612111219,MRF:Can't locate the Outfall from Google Earth or Orthophoto
996,,87,Riprap,,,,EXISTING,,,San Jose,141A,Guadalupe Creek,Guadalupe River,-121.906342,37.22297,,C2,0,MGE,,,,20110916122544,20110612111220,MRF:Can't locate the Outfall from Google Earth or Orthophoto
998,,87,Riprap,,,,EXISTING,,,San Jose,128A,Ross Creek,Guadalupe River,-121.911858,37.250337,,C2,0,MGE,,,,20110916122544,20110617095728,MRF:Can't locate the outfall from Google Earth or Orthophoto
999,,87,Flapgate,,,,EXISTING,,,San Jose,127B,Ross Creek,Guadalupe River,-121.918516,37.24806,,C2,0,MGE,,,,20110916122544,20110612111221,"MRF:Can't locate the Outfall from Google Earth or Orthophoto,MGE indicates FLAPGATE as ‘Y’ but cannot find record in CSJ  Flapgates List-2011.xls"
1000,,87,Pipe,,,,EXISTING,Armco,,San Jose,128A,Ross Creek,Guadalupe River,-121.913197,37.249108,,C2,0,MGE,,,,20110916122544,20110612111221,MRF:Can't locate the outfall from Google Earth or Orthophoto
636,,87,Pipe,,,,EXISTING,,,San Jose,51C,Coyote Creek,Coyote,-121.904981,37.382706,,C2,0,MGE,,,,20111020104038,20110925144217,LINING AROUND EXTERIOR OF PIPE AND UNUSUAL PIPE SIZE
637,,87,Pipe,,,,EXISTING,,,San Jose,51C,Coyote Creek,Coyote,-121.895495,37.377613,,C2,0,MGE,,,,20111020104038,20110925142835,MOST OF THE PIPE BELOW WATER LEVEL
641,,87,Riprap,,,,EXISTING,,,San Jose,51A,Coyote Creek,Coyote,-121.910228,37.390855,,C2,0,MGE,,,,20111020104110,20110925144942,FALLEN TREE COVERING 50% OF THE OUTFALL
642,,87,Riprap,,,,EXISTING,,,San Jose,51A,Coyote Creek,Coyote,-121.909482,37.385787,,C2,0,MGE,,,,20111020104110,20110925145021,AREA IN FRONT OF OUTFALL (BETWEEN RIPRAP & BRIDGE ABUTMENT) IS STAGNANT
25,,87,Riprap,,,,EXISTING,,,San Jose,97A,Saratoga Creek,San Tomas,-121.997239,37.301551,,C2,0,MGE,,,,20110916122546,20110612111105,MRF:locate the Outfall from Google Earth
26,,87,Riprap,,,,EXISTING,,,San Jose,97C,Saratoga Creek,San Tomas,-122.001122,37.296742,,C2,0,MGE,,,,20110916122546,20110612111105,MRF:Can't locate the Outfall from Google Earth or Orthophoto
441,,87,Riprap,,,,EXISTING,,,San Jose,128D,Alamitos Creek,Guadalupe River,-121.869708,37.241295,,C2,0,MGE,,,,20110916122544,20110614220406,
442,,87,Concrete,,,,EXISTING,,,San Jose,127B,Lone Hill Creek,Guadalupe River,-121.916219,37.246857,,C2,0,MGE,,,,20110916122544,20110612111209,MRF:Can't locate the Outfall from Google Earth or Orthophoto
443,,87,Riprap,,,,EXISTING,,,San Jose,128B,Guadalupe River,Guadalupe River,-121.8692,37.259517,,C2,0,MGE,,,,20110916122544,20110612111209,MRF:Can't locate the Outfall from Google Earth or Orthophoto
451,,87,Concrete,,,,EXISTING,Waterman,,San Jose,127B,Ross Creek,Guadalupe River,-121.926538,37.24657,,C2,0,MGE,,,,20110916122544,20110612111209,MRF:Can't locate the Outfall from Google Earth or Orthophoto
453,,87,Concrete,,,,EXISTING,,,San Jose,127B,Ross Creek,Guadalupe River,-121.926565,37.246624,,C2,0,MGE,,,,20110916122544,20110612111210,"MRF:Can't locate the Outfall from Google Earth or Orthophoto,MGE indicates FLAPGATE as ‘Y’ but cannot find record in CSJ  Flapgates List-2011.xls"
458,,87,Concrete,,,,EXISTING,,,San Jose,141B,Golf Creek,Guadalupe River,-121.876377,37.219238,,C2,0,MGE,,,,20110916122544,20110612111210,
459,,87,Concrete,,,,EXISTING,,,San Jose,141B,Golf Creek,Guadalupe River,-121.876416,37.218552,,C2,0,MGE,,,,20110916122544,20110612111210,MRF:Can't locate the Outfall from Google Earth or Orthophoto
460,,87,Concrete,,,,EXISTING,,,San Jose,141D,Golf Creek,Guadalupe River,-121.874418,37.217254,,C2,0,MGE,,,,20110916122544,20110612111211,"MRF:Can't locate the Outfall from Google Earth or Orthophoto,MGE indicates FLAPGATE as ‘Y’ but cannot find record in CSJ  Flapgates List-2011.xls"
461,,87,Riprap,,,,EXISTING,,,San Jose,141D,Golf Creek,Guadalupe River,-121.872148,37.215211,,C2,0,MGE,,,,20110916122544,20110612111211,MRF:Can't locate the outfall from Google Earth or Orthophoto
462,,87,Pipe,,,,EXISTING,,,San Jose,141D,Golf Creek,Guadalupe River,-121.874382,37.215519,,C2,0,MGE,,,,20110916122544,20110612111211,MRF:locate the Outfall from Google Earth
463,,87,Riprap,,,,EXISTING,,,San Jose,141D,Golf Creek,Guadalupe River,-121.872537,37.208958,,C2,0,TR5472,,19740203000000,19750202000000,20110916122544,20110612111212,MRF:Can't locate the Outfall from Google Earth or Orthophoto
464,,87,Pipe,,,,EXISTING,,,San Jose,141D,Golf Creek,Guadalupe River,-121.87155,37.207485,,C2,0,TR5472,,19740203000000,19750202000000,20110916122544,20110612111212,MRF:Can't locate the Outfall from Google Earth or Orthophoto
465,,87,Pipe,,,,EXISTING,,,San Jose,141D,Golf Creek,Guadalupe River,-121.870483,37.214035,,C2,-1,TR2145,,,,20121130135652,20110617122306,MRF:Can't locate the Outfall from Google Earth or Orthophoto
466,,87,Pipe,,,,EXISTING,,,San Jose,141D,Golf Creek,Guadalupe River,-121.870416,37.213956,,C2,-1,TR2145,,,,20121130135647,20110617122318,MRF:Can't locate the Outfall from Google Earth or Orthophoto
475,,87,Concrete,,,,EXISTING,,,San Jose,127D,Lone Hill Creek,Guadalupe River,-121.918306,37.24379,,C2,0,MGE,,,,20110916122544,20110612111213,MRF:Can't locate the Outfall from Google Earth or Orthophoto
478,,87,Concrete,,,,EXISTING,,,San Jose,141D,Golf Creek,Guadalupe River,-121.87225,37.208761,,C2,0,MGE,,,,20110916122544,20110612111214,MRF:Can't locate the Outfall from Google Earth or Orthophoto
479,,87,Pipe,,,,EXISTING,,,San Jose,141D,Golf Creek,Guadalupe River,-121.869661,37.213334,,C2,0,MGE,,,,20110916122544,20110612111214,MRF:Can't locate the Outfall from Google Earth or Orthophoto
480,,87,Pipe,,,,EXISTING,,,San Jose,141D,Golf Creek,Guadalupe River,-121.869743,37.213388,,C2,0,MGE,,,,20110916122544,20110612111214,MRF:Can't locate the Outfall from Google Earth or Orthophoto
481,,87,Pipe,,,,EXISTING,,,San Jose,128A,Ross Creek,Guadalupe River,-121.91176,37.250854,,C2,0,MGE,,,,20110916122544,20110612111215,"MRF:Can't locate the Outfall from Google Earth or Orthophoto,MGE indicates FLAPGATE as ‘Y’ but cannot find record in CSJ  Flapgates List-2011.xls"
482,,87,Riprap,,,,EXISTING,,,San Jose,128A,Ross Creek,Guadalupe River,-121.910939,37.251455,,C2,0,MGE,,,,20130419134558,20130419112236,Inlet on top from Google Map
487,,87,Riprap,,,,EXISTING,,,San Jose,98A,San Tomas Aquino Creek,San Tomas,-121.963102,37.31151,,C2,0,MGE,DD-3251,,,20140124085510,20140124085014,"MRF:Can't locate the Outfall from Google Earth or Orthophoto,MGE indicates FLAPGATE as ‘Y’ but cannot find record in CSJ  Flapgates List-2011.xls"
307,,87,Riprap,,,,EXISTING,,,San Jose,115C,Canoas Creek,Guadalupe River,-121.851546,37.26543,,C2,0,MGE,,,,20110916122546,20110902060416,MRF:Can't locate the Outfall from Google Earth or Orthophoto
308,,87,Riprap,,,,EXISTING,,,San Jose,115C,Canoas Creek,Guadalupe River,-121.853396,37.265996,,C2,0,MGE,,,,20110916122546,20110902060416,
309,,87,Riprap,,,,EXISTING,,,San Jose,116A,Coyote Creek,Coyote,-121.80601,37.278386,,C2,0,MGE,,,,20110916122546,20110902060417,
311,,87,Riprap,,,,EXISTING,,,San Jose,116C,Coyote Creek,Coyote,-121.796103,37.267343,,C2,-1,3-13305,,20010126000000,,20110916122546,20110907180838,MRF:Can't locate the Outfall from Google Earth or Orthophoto
312,,87,Riprap,,,,EXISTING,,,San Jose,116C,Coyote Creek,Coyote,-121.790161,37.26224,,C2,0,MGE,,,,20110916122546,20110907181059,MRF:Can't locate the Outfall from Google Earth or Orthophoto
313,,87,Concrete,,,,EXISTING,Waterman,,San Jose,100A,Coyote Creek,Coyote,-121.843899,37.31028,,C2,0,MGE,,,,20110916122546,20110902060419,MRF:Can't locate the Outfall from Google Earth or Orthophoto
314,,87,Concrete,,,,EXISTING,Waterman,,San Jose,100A,Coyote Creek,Coyote,-121.844166,37.310109,,C2,0,MGE,,,,20110916122546,20110902060420,MRF:Can't locate the Outfall from Google Earth or Orthophoto
316,,87,Riprap,,,,EXISTING,,,San Jose,117A,Thompson Creek,Coyote,-121.760291,37.283719,,C2,0,MGE,,,,20110916122546,20110902060422,
317,,87,Concrete,,,,EXISTING,,,San Jose,129A,Canoas Creek,Guadalupe River,-121.842505,37.252959,,C2,0,MGE,,,,20110916122546,20110902060422,
319,,87,Concrete,,,,EXISTING,,,San Jose,129A,Canoas Creek,Guadalupe River,-121.842025,37.250497,,C2,0,MGE,,,,20110916122546,20110902060423,MRF:Can't locate the Outfall from Google Earth or Orthophoto
320,,87,Concrete,,,,EXISTING,,,San Jose,129A,Canoas Creek,Guadalupe River,-121.84212,37.247494,,C2,0,MGE,,,,20110916122546,20110908091958,MRF:Can't locate the Outfall from Google Earth or Orthophoto
321,,87,Concrete,,,,EXISTING,,,San Jose,129A,Canoas Creek,Guadalupe River,-121.842188,37.247441,,C2,0,MGE,,,,20110916122546,20110908091824,MRF:Can't locate the Outfall from Google Earth or Orthophoto
