STM_O_D_ID,TYPE,PCD_TYPE,PCD_IN_DAT,PCD_MANUF,STATUS,MATERIAL,PURPOSE,USE,LOCATION,OWNER,QTR_PANEL,WIDTH,LENGTH,DEPTH,OUTLET_INV,SHAPE,REC_DRAW,OTH_PN_CRE,OTH_PN_MOD,CONST_DATE,ACCEP_DATE,AT_MOD_DAT,GE_MOD_DAT,MESSAGE
983,Swale,,,,EXISTING,Drain Rock,Permanent,OVERLAND RELEASE,,Private,100C,2,,,140.8,Trapezoidal,-1,3-13012(A),,20090614000000,,20140908105747,20140908113714,
984,Swale,,,,EXISTING,Drain Rock,Permanent,OVERLAND RELEASE,,Private,100C,2,,,,Trapezoidal,-1,3-13012(A),,20090614000000,,20140908121234,20140908121111,
985,Swale,,,,EXISTING,Drain Rock,Permanent,OVERLAND RELEASE,,Private,100C,2,,,140.8,Trapezoidal,-1,3-13012(A),,20090614000000,,20140908105747,20140908121132,
986,Swale,,,,EXISTING,Drain Rock,Permanent,OVERLAND RELEASE,,Private,100C,2,,,,Trapezoidal,-1,3-13012(A),,20090614000000,,20140908105747,20140908121159,
987,Swale,,,,EXISTING,Drain Rock,Permanent,OVERLAND RELEASE,,Private,100C,2,,,,Trapezoidal,-1,3-13012(A),,20090614000000,,20140908105747,20140908121623,
988,Swale,,,,EXISTING,Drain Rock,Permanent,OVERLAND RELEASE,,Private,100C,2,,,,Trapezoidal,-1,3-13012(A),,20090614000000,,20140908105747,20140908123304,
989,Swale,,,,EXISTING,Drain Rock,Permanent,OVERLAND RELEASE,,Private,100C,2,,,,Trapezoidal,-1,3-13012(A),,20090614000000,,20140908105747,20140908123328,
990,Swale,,,,EXISTING,Drain Rock,Permanent,OVERLAND RELEASE,,Private,100C,2,,,,Trapezoidal,-1,3-13012(A),,20090614000000,,20140908105747,20140908130200,
991,Swale,,,,EXISTING,Drain Rock,Permanent,OVERLAND RELEASE,,Private,100C,2,,,,Trapezoidal,-1,3-13012(A),,20090614000000,,20140908105747,20140908130726,
992,Swale,,,,EXISTING,Drain Rock,Permanent,OVERLAND RELEASE,,Private,100C,2,,,,Trapezoidal,-1,3-13012(A),,20090614000000,,20140908105747,20140908134656,
993,Trench Drain,,,,EXISTING,Concrete,Permanent,OVERLAND RELEASE,,Private,141A,,,,,,0,3-18299C,,20140831000000,,,20140926131741,
996,Trench Drain,,,,EXISTING,Concrete,Permanent,STREET DRAIN,,Private,67A,,108,,48.84,,-1,3-05204C,,20140207000000,,20141119152340,20141114101652,
939,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,,Private,82D,24,,6,107.68,Trapezoidal,-1,3-04718,,20100613000000,,,20140611150340,vegetated swale
940,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,,Private,82D,24,,6,106.82,Trapezoidal,-1,3-04718,,20100613000000,,20140611151732,20140611151619,vegetated swale
941,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,,Private,82D,24,,6,107.56,Trapezoidal,-1,3-04718,,20100613000000,,20140611152003,20140611151939,vegetated swale
942,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,,Private,82D,24,,6,106.28,Trapezoidal,-1,3-04718,,20100613000000,,20140611152003,20140611153203,vegetated swale
943,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,,Private,82D,24,,6,,Trapezoidal,-1,3-04718,,20100613000000,,20140611152003,20140611153242,vegetated swale
