STM_O_D_ID,TYPE,PCD_TYPE,PCD_IN_DAT,PCD_MANUF,STATUS,MATERIAL,PURPOSE,USE,LOCATION,OWNER,QTR_PANEL,WIDTH,LENGTH,DEPTH,OUTLET_INV,SHAPE,REC_DRAW,OTH_PN_CRE,OTH_PN_MOD,CONST_DATE,ACCEP_DATE,AT_MOD_DAT,GE_MOD_DAT,MESSAGE
902,Valley Gutter,,,,EXISTING,Concrete,Permanent,OVERLAND RELEASE,EASEMENT,Private,86C,,,6,518.6,Rectangular,-1,1-9481,,20061107000000,,20140103133358,20140103132212,
903,Valley Gutter,,,,EXISTING,Concrete,Permanent,OVERLAND RELEASE,EASEMENT,Private,86C,,,6,493.7,Rectangular,-1,1-9481,,20061107000000,,20140103133356,20140103132311,
904,Valley Gutter,,,,EXISTING,Concrete,Permanent,OVERLAND RELEASE,EASEMENT,Private,86C,,,6,493.7,Rectangular,-1,1-9481,,20061107000000,,20140103133356,20140103132339,
905,Valley Gutter,,,,EXISTING,Concrete,Permanent,OVERLAND RELEASE,EASEMENT,Private,86C,,,6,484.6,Rectangular,-1,1-9481,,20061107000000,,20140103133400,20140103132716,
909,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,,Private,100D,9,100.8,0.15,,Trapezoidal,-1,3-00825,,20120317000000,,20140417145311,20140417145317,
917,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,,Private,115B,24,,,167.58,Trapezoidal,0,3-06528,,20110624000000,,,20140219123501,
449,French Drain,,,,EXISTING,DRN RCK PRF PIP,Interim,OVERLAND RELEASE,PARK,San Jose,83A,,45,,,Rectangular,-1,1-16_ARENA_GREEN_GDRV1594,,19940621000000,,20110916122547,20110930221444,
450,French Drain,,,,EXISTING,DRN RCK PRF PIP,Interim,OVERLAND RELEASE,PARK,San Jose,83A,,46,,,Rectangular,-1,1-16_ARENA_GREEN_GDRV1594,,19940621000000,,20110916122547,20110930221445,
451,French Drain,,,,EXISTING,DRN RCK PRF PIP,Interim,OVERLAND RELEASE,PARK,San Jose,83A,,45,,80.17,Rectangular,-1,1-16_ARENA_GREEN_GDRV1594,,19940621000000,,20110916122547,20110930221446,
452,French Drain,,,,EXISTING,DRN RCK PRF PIP,Interim,OVERLAND RELEASE,SCHOOL,Private,99C,,10,,,,-1,3-07253M,,20050605000000,,20110916122547,20110930221447,
439,French Drain,,,,EXISTING,DRN RCK PRF PIP,Permanent,OVERLAND RELEASE,PARK,San Jose,83A,4,11,,,Rectangular,-1,1-16_ARENA_GREEN_TIAG0498,,19980720000000,19990719000000,20110916122547,20110930221432,
440,French Drain,,,,EXISTING,DRN RCK PRF PIP,Permanent,OVERLAND RELEASE,PARK,San Jose,83A,4,11,,,Rectangular,-1,1-16_ARENA_GREEN_TIAG0498,,19980720000000,19990719000000,20110916122547,20110930221433,
445,Trench Drain,,,,EXISTING,Drain Rock,Permanent,OVERLAND RELEASE,SCHOOL,Private,99C,8,96,,,,-1,3-07253M,,20050605000000,,20110916122547,20110930221436,MRF:Shape not sure
446,Trench Drain,,,,EXISTING,Drain Rock,Permanent,OVERLAND RELEASE,SCHOOL,Private,99C,8,95,,,,-1,3-07253M,,20050605000000,,20110916122547,20110930221436,MRF:Shape not sure
448,Trench Drain,,,,EXISTING,Drain Rock,Permanent,OVERLAND RELEASE,SCHOOL,Private,99C,8,90,,,,-1,3-07253M,,20050605000000,,20110916122547,20110930221438,MRF:Shape not sure
352,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,RIGHT-OF-WAY,San Jose,83C,,,,,,0,DD-2597,,20080701000000,,20110916122547,20110930221439,
453,French Drain,,,,EXISTING,DRN RCK PRF PIP,Interim,OVERLAND RELEASE,SCHOOL,Private,99C,,10,,,,-1,3-07253M,,20050605000000,,20110916122547,20110930221448,
454,French Drain,,,,EXISTING,DRN RCK PRF PIP,Interim,OVERLAND RELEASE,SCHOOL,Private,99C,,10,,,,-1,3-07253M,,20050605000000,,20110916122547,20110930221449,
455,French Drain,,,,EXISTING,DRN RCK PRF PIP,Interim,OVERLAND RELEASE,SCHOOL,Private,99C,,10,,,,-1,3-07253M,,20050605000000,,20110916122547,20110930221450,
442,Trench Drain,,,,EXISTING,DRN RCK PRF PIP,Permanent,OVERLAND RELEASE,SCHOOL,Private,99C,8,96,,,,-1,3-07253M,,20050605000000,,20110916122547,20110930221450,MRF:Shape not sure
136,Swale,,,,EXISTING,EARTH,Permanent,STREET DRAIN,EASEMENT,San Jose,141A,4,,,,V Channel,0,MGE,,,,20110916122547,20110930221451,
137,Swale,,,,EXISTING,EARTH,Permanent,STREET DRAIN,EASEMENT,San Jose,141A,4,,,,V Channel,0,MGE,,,,20110916122547,20110930221452,
138,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,EASEMENT,San Jose,141D,17,,,,Trapezoidal,0,MGE,,,,20110916122547,20110930221453,MRF:Waterflow can not confirm
139,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,EASEMENT,San Jose,128B,4,300,,,V Channel,0,MGE,,,,20110916122547,20110930221453,MRF:Waterflow can not confirm
144,Swale,,,,EXISTING,EARTH,Permanent,STREET DRAIN,RIGHT-OF-WAY,San Jose,128B,,,,,,0,MGE,,,,20110916122547,20110930221454,MRF:Waterflow can not confirm
701,Swale,,,,EXISTING,EARTH,Interim,OVERLAND RELEASE,EASEMENT,San Jose,128A,,,,,,0,MGE,,,,20110916122547,20110930221454,MRF:Waterflow can not confirm
702,Swale,,,,EXISTING,EARTH,Interim,STREET DRAIN,,San Jose,128B,,,,,,0,MGE,,,,20110916122547,20110930221455,MRF:Waterflow can not confirm
703,Swale,,,,EXISTING,EARTH,Interim,STREET DRAIN,,San Jose,128A,,,,,,0,MGE,,,,20110916122547,20110930221456,MRF:Waterflow can not confirm
704,Swale,,,,EXISTING,EARTH,Interim,STREET DRAIN,,San Jose,128B,,,,,,0,MGE,,,,20110916122547,20110930221457,MRF:Waterflow can not confirm
705,Swale,,,,EXISTING,EARTH,Interim,OVERLAND RELEASE,SCHOOL,San Jose,128B,,,,,,0,MGE,,,,20110916122547,20110930221458,MRF:Waterflow can not confirm
706,Swale,,,,EXISTING,EARTH,Interim,OVERLAND RELEASE,,San Jose,98A,,,,,,0,MGE,,,,20110916122547,20110930221459,MRF:Waterflow can not confirm
707,Swale,,,,EXISTING,EARTH,Interim,STREET DRAIN,,San Jose,97A,,,,,,0,MGE,,,,20110916122547,20110930221459,
158,Swale,,,,EXISTING,EARTH,Permanent,STREET DRAIN,EASEMENT,San Jose,141B,24,,,,V Channel,0,MGE,,,,20110916122547,20110930221500,
159,Swale,,,,EXISTING,EARTH,Permanent,STREET DRAIN,EASEMENT,San Jose,141B,24,,,,V Channel,0,MGE,,,,20110916122547,20110930221500,MRF:Waterflow can not confirm
161,Swale,,,,EXISTING,EARTH,Permanent,STREET DRAIN,EASEMENT,San Jose,141D,72,,,,V Channel,0,DD-0066,,20010626000000,,20110916122547,20110930221501,
163,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,EASEMENT,San Jose,141D,,135,,,Trapezoidal,0,MGE,,,,20110916122547,20110930221503,
164,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,EASEMENT,San Jose,141D,72,,,,,0,MGE,,,,20110916122547,20110930221504,MRF:Waterflow can not confirm
166,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,EASEMENT,San Jose,141D,72,,,,,0,MGE,,,,20110916122547,20110930221506,MRF:Waterflow can not confirm
236,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,EASEMENT,San Jose,141D,72,,,,Trapezoidal,0,MGE,,,,20110916122547,20110930221509,MRF:Waterflow can not confirm
238,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,EASEMENT,San Jose,141D,24,,,,V Channel,0,MGE,,,,20110916122547,20110930221510,
239,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,EASEMENT,San Jose,141D,24,,,,V Channel,0,MGE,,,,20110916122547,20110930221511,
708,Swale,,,,EXISTING,EARTH,Interim,OVERLAND RELEASE,,San Jose,114A,,,,,,0,MGE,,,,20110916122547,20110930221514,MRF:Waterflow can not confirm
709,Swale,,,,EXISTING,EARTH,Interim,OVERLAND RELEASE,,San Jose,114A,,,,,,0,MGE,,,,20110916122547,20110930221514,MRF:Waterflow can not confirm
710,Swale,,,,EXISTING,EARTH,Interim,OVERLAND RELEASE,EASEMENT,San Jose,127B,,,,,,0,MGE,,,,20110916122547,20110930221515,MRF:Waterflow can not confirm
711,Swale,,,,EXISTING,EARTH,Interim,OVERLAND RELEASE,EASEMENT,San Jose,127B,,,,,,0,MGE,,,,20110916122547,20110930221515,MRF:Waterflow can not confirm
712,Swale,,,,EXISTING,EARTH,Interim,OVERLAND RELEASE,EASEMENT,San Jose,127B,,,,,,0,MGE,,,,20110916122547,20110930221516,MRF:Waterflow can not confirm
713,Swale,,,,EXISTING,EARTH,Interim,OVERLAND RELEASE,EASEMENT,San Jose,127B,,,,,,0,MGE,,,,20110916122547,20110930221517,MRF:Waterflow can not confirm
714,Swale,,,,EXISTING,EARTH,Interim,OVERLAND RELEASE,EASEMENT,San Jose,127B,,,,,,0,MGE,,,,20110916122547,20110930221518,MRF:Waterflow can not confirm
715,Swale,,,,EXISTING,EARTH,Interim,OVERLAND RELEASE,EASEMENT,San Jose,127B,,,,,,0,MGE,,,,20110916122547,20110930221518,MRF:Waterflow can not confirm
716,Swale,,,,EXISTING,EARTH,Interim,STREET DRAIN,,San Jose,128B,,,,,,0,MGE,,,,20110916122547,20110930221519,MRF:Waterflow can not confirm
717,Swale,,,,EXISTING,EARTH,Interim,OVERLAND RELEASE,EASEMENT,San Jose,128A,,,,,,0,MGE,,,,20110916122547,20110930221520,MRF:Waterflow can not confirm
271,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,EASEMENT,San Jose,69A,4,,,,V Channel,0,MGE,,,,20110916122547,20110930221521,
272,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,EASEMENT,San Jose,52B,2,130,,,V Channel,0,MGE,,,,20110916122547,20110930221522,
274,Swale,,,,EXISTING,EARTH,Permanent,STREET DRAIN,EASEMENT,San Jose,52D,4,,,,V Channel,0,MGE,,,,20110916122547,20110930221522,MRF:Waterflow can not confirm
300,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,EASEMENT,San Jose,69A,8,163,,,V Channel,0,TR8430,,19910902000000,,20110916122547,20110930221523,
322,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,RIGHT-OF-WAY,San Jose,37A,4,740,,,V Channel,0,DD-0160,,20030805000000,,20110916122547,20110930221525,
327,Swale,,,,EXISTING,EARTH,Interim,OVERLAND RELEASE,EASEMENT,San Jose,85D,,35,,,V Channel,-1,1-9229,,20030802000000,,20110916122547,20110930221527,
328,Swale,,,,EXISTING,EARTH,Interim,OVERLAND RELEASE,EASEMENT,San Jose,85D,,94,,,V Channel,-1,1-9229,,20030802000000,,20110916122547,20110930221528,
329,Swale,,,,EXISTING,EARTH,Interim,OVERLAND RELEASE,EASEMENT,San Jose,85D,,103,,,V Channel,-1,1-9229,,20030802000000,,20110916122547,20110930221529,
330,Swale,,,,EXISTING,EARTH,Interim,OVERLAND RELEASE,EASEMENT,San Jose,85D,,42,,,V Channel,-1,1-9229,,20030802000000,,20110916122547,20110930221530,
331,Swale,,,,EXISTING,EARTH,Interim,OVERLAND RELEASE,EASEMENT,San Jose,85D,,71,,,V Channel,-1,1-9229,,20030802000000,,20110916122547,20110930221531,
332,Swale,,,,EXISTING,EARTH,Interim,OVERLAND RELEASE,EASEMENT,San Jose,85D,,23,,,V Channel,-1,1-9229,,20030802000000,,20110916122547,20110930221532,
333,Swale,,,,EXISTING,EARTH,Interim,OVERLAND RELEASE,EASEMENT,San Jose,85D,,99,,,V Channel,-1,1-9229,,20030104000000,,20110916122547,20110930221533,
334,Swale,,,,EXISTING,EARTH,Interim,OVERLAND RELEASE,EASEMENT,San Jose,85D,,28,,,V Channel,-1,1-9229,,20030802000000,,20110916122547,20110930221534,
335,Swale,,,,EXISTING,EARTH,Interim,OVERLAND RELEASE,EASEMENT,San Jose,85D,,,,,V Channel,-1,1-9229,,20030802000000,,20110916122547,20110930221535,
336,Swale,,,,EXISTING,EARTH,Interim,OVERLAND RELEASE,EASEMENT,San Jose,85D,,133,,,V Channel,-1,1-9229,,20030802000000,,20110916122547,20110930221537,
337,Swale,,,,EXISTING,EARTH,Interim,OVERLAND RELEASE,EASEMENT,San Jose,85D,,156,,,V Channel,-1,1-9229,,20030802000000,,20110916122547,20110930221538,MRF:Geometry Collection
338,Swale,,,,EXISTING,EARTH,Interim,OVERLAND RELEASE,EASEMENT,San Jose,85D,,247,,,V Channel,-1,1-9229,,20030802000000,,20110916122547,20110930221539,
347,Swale,,,,EXISTING,EARTH,Interim,OVERLAND RELEASE,EASEMENT,San Jose,53A,,,,,V Channel,0,DD-2497,,20080501000000,,20110916122547,20110930221540,
348,Swale,,,,EXISTING,EARTH,Interim,OVERLAND RELEASE,EASEMENT,San Jose,53C,,,,,V Channel,0,DD-2513,,20080502000000,,20110916122547,20110930221541,
349,Swale,,,,EXISTING,EARTH,Interim,OVERLAND RELEASE,EASEMENT,San Jose,68D,,,,,V Channel,0,DD-2582,,20080521000000,,20110916122547,20110930221541,
353,Swale,,,,EXISTING,EARTH,Interim,OVERLAND RELEASE,EASEMENT,San Jose,84A,,,,,V Channel,0,DD-2344,,20080709000000,,20110916122547,20110930221542,
354,Swale,,,,EXISTING,EARTH,Interim,OVERLAND RELEASE,EASEMENT,San Jose,84A,,,,,V Channel,0,DD-2346,,20080712000000,,20110916122547,20110930221543,
355,Swale,,,,EXISTING,EARTH,Interim,OVERLAND RELEASE,EASEMENT,San Jose,84A,,,,,V Channel,0,DD-2346,,20080712000000,,20110916122547,20110930221543,
326,Swale,,,,EXISTING,EARTH,Interim,OVERLAND RELEASE,EASEMENT,San Jose,85D,,98,,,V Channel,-1,1-9229,,20030802000000,,20110916122547,20110930221526,
356,Swale,,,,EXISTING,EARTH,Interim,OVERLAND RELEASE,RIGHT-OF-WAY,San Jose,68C,,,,,V Channel,0,DD-2349,,20080715000000,,20110916122547,20110930221544,
357,Swale,,,,EXISTING,EARTH,Interim,OVERLAND RELEASE,RIGHT-OF-WAY,San Jose,68C,,,,,Trapezoidal,0,DD-2349,,20080715000000,,20110916122547,20110930221545,
363,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,RIGHT-OF-WAY,San Jose,68C,,,,,V Channel,0,CALTSA,DD-2752,20100521000000,,20110916122547,20110930221546,
364,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,RIGHT-OF-WAY,San Jose,68C,,,,,V Channel,0,DD-2752,,,,20110916122547,20110930221547,
3,Swale,,,,EXISTING,EARTH,Permanent,STREET DRAIN,RIGHT-OF-WAY,San Jose,98A,,,,,V Channel,0,MGE,,,,20110916122547,20110930221353,MRF:Waterflow can not confirm
4,Swale,,,,EXISTING,EARTH,Permanent,STREET DRAIN,RIGHT-OF-WAY,San Jose,98A,,,,,V Channel,0,MGE,,,,20110916122547,20110930221354,MRF:Waterflow can not confirm
540,Swale,,,,EXISTING,EARTH,Interim,STREET DRAIN,RIGHT-OF-WAY,San Jose,84D,,,,,,-1,3-02202,,20061215000000,,20110916122547,20110930221355,"MRF:The pipe looks like the gutter line,Length can not confirm"
503,Swale,,,,EXISTING,EARTH,Interim,OVERLAND RELEASE,EASEMENT,San Jose,37D,,,,,,-1,1-3279,,19610101000000,19621231000000,20110916122547,20110930221356,
504,Swale,,,,EXISTING,EARTH,Interim,OVERLAND RELEASE,EASEMENT,San Jose,37D,,,,,,-1,1-3279,,19610101000000,19621231000000,20110916122547,20110930221356,
505,French Drain,,,,EXISTING,DRN RCK PRF PIP,Interim,OVERLAND RELEASE,PARK,San Jose,53A,,12,,,,-1,1-16_ALUM_ROK_PK_ALRK0700,,20010802000000,,20110916122547,20110930221356,
506,French Drain,,,,EXISTING,DRN RCK PRF PIP,Interim,OVERLAND RELEASE,PARK,San Jose,53A,,98,,,,-1,1-16_ALUM_ROK_PK_ALRK0700,,20010802000000,,20110916122547,20110930221357,
507,French Drain,,,,EXISTING,DRN RCK PRF PIP,Interim,STREET DRAIN,PARK,San Jose,84B,,,,,,-1,1-16_LK_CUNNG_PK_DEST3635,,20071108000000,,20110916122547,20110930221358,
500,Swale,,,,EXISTING,Concrete,Interim,,,Private,67B,,126,,,,-1,3-01855,,20070223000000,,20110916122547,20110930221218,
501,Swale,,,,EXISTING,Concrete,Interim,,,Private,67B,,91,,,,-1,3-01855,,20070223000000,,20110916122547,20110930221219,
493,Swale,,,,EXISTING,EARTH,Interim,,,Private,67B,,,,,,-1,3-01855,,20070223000000,,20110916122547,20110930221219,
494,Swale,,,,EXISTING,Concrete,Interim,,,Private,67B,,,,,,-1,3-01855,,20070223000000,,20110916122547,20110930221219,
495,Swale,,,,EXISTING,EARTH,Interim,,,Private,67B,,78,,,,-1,3-01855,,20070223000000,,20110916122547,20110930221219,
82,Swale,,,,EXISTING,EARTH,Permanent,STREET DRAIN,RIGHT-OF-WAY,San Jose,117A,10,,,,V Channel,0,MGE,,,,20111008093057,20111008160629,MRF:Waterflow can not confirm
145,Swale,,,,EXISTING,EARTH,Interim,OVERLAND RELEASE,RIGHT-OF-WAY,San Jose,143B,6,,,,V Channel,0,MGE,,,,20111008095341,20111008160632,
544,French Drain,,,,EXISTING,DRN RCK PRF PIP,Interim,OVERLAND RELEASE,PARK,San Jose,101B,,105,,423.47,,-1,1-16_FOWLER_PARK_L6.1,,20061213000000,,20110916122547,20110930221220,
545,French Drain,,,,EXISTING,DRN RCK PRF PIP,Interim,OVERLAND RELEASE,PARK,San Jose,101B,,80,,423.22,,-1,1-16_FOWLER_PARK_L6.1,,20061213000000,,20110916122547,20110930221220,
546,French Drain,,,,EXISTING,DRN RCK PRF PIP,Interim,OVERLAND RELEASE,PARK,San Jose,101B,,135,,422.11,,-1,1-16_FOWLER_PARK_L6.1,,20061213000000,,20110916122547,20110930221220,
547,French Drain,,,,EXISTING,DRN RCK PRF PIP,Interim,OVERLAND RELEASE,PARK,San Jose,101B,,101,,422.45,,-1,1-16_FOWLER_PARK_L6.1,,20061213000000,,20110916122547,20110930221220,
548,Trench Drain,,,,EXISTING,Drain Rock,Interim,OVERLAND RELEASE,PARK,San Jose,101C,,113,,185.99,,-1,1-16_SLVR_CRK_PK_SILV1195,,19960614000000,,20110916122547,20110930221220,
549,Swale,,,,EXISTING,EARTH,Interim,OVERLAND RELEASE,EASEMENT,San Jose,101D,,,,,,0,1-9917,,20090520000000,,20110916122547,20110930221221,
732,Swale,,,,EXISTING,EARTH,,OVERLAND RELEASE,,Private,84D,36,71,2,,Trapezoidal,-1,3-02249,,20110208000000,20120227000000,20120425165741,20120425165429,
733,Swale,,,,EXISTING,EARTH,Interim,OVERLAND RELEASE,,Private,84D,36,71,2,,Trapezoidal,-1,3-02249,,20110208000000,20120227000000,,20120425165549,
747,Valley Gutter,,,,EXISTING,Concrete,Permanent,OVERLAND RELEASE,,Private,34B,2,,,13,V Channel,-1,3-09290M,,20090918000000,,20120816111924,20120814104116,
758,Swale,,,,EXISTING,,,,,Private,51C,3,15,,58.2,,-1,3-10059A,,20111020000000,,20121205152744,20121204155759,
759,Swale,,,,EXISTING,,,,,Private,51C,3,13,,,,-1,3-10059A,,20111020000000,,20121205152615,20121205082115,
906,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,,San Jose,53A,,,,,,0,MGE,DD-3246,,,,20140109135106,feature digitized from 2001 orthophoto
771,Swale,,,,EXISTING,,,,,Private,51C,3,10,,58.4,,-1,3-10059A,,20111020000000,,20121205152644,20121205103921,
795,Swale,,,,EXISTING,,,,,Private,51C,3,32,,57.68,,-1,3-10059A,,20111020000000,,20121207085655,20121205152456,
763,Swale,,,,EXISTING,,,,,Private,51C,3,9,,61.1,,-1,3-10059A,,20111020000000,,20121205152629,20121205083504,
910,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,,San Jose,99D,,,,,,0,MGE,DD-3257,,,,20140128081902,
793,Swale,,,,EXISTING,,,,,Private,51C,3,,,57.08,,-1,3-10059A,,20111020000000,,20121205152714,20121205143215,
769,Swale,,,,EXISTING,,,,,Private,51C,3,32,,58.17,,-1,3-10059A,,20111020000000,,20121205152636,20121205085536,
788,Swale,,,,EXISTING,,,,,Private,51C,3,16,,57.17,,-1,3-10059A,,20111020000000,,20121205152705,20121205135210,
772,Swale,,,,EXISTING,,,,,Private,51C,3,20,,58.4,,-1,3-10059A,,20111020000000,,20121205151401,20121205103946,
775,Swale,,,,EXISTING,,,,,Private,51C,3,,,57.08,,-1,3-10059A,,20111020000000,,20121205152720,20121205115003,
908,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,,San Jose,53A,,,,,,0,MGE,DD-3246,,,,20140109140148,feature was digitized using the 2001 orthophoto
920,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,,Private,114C,,,,,Trapezoidal,0,3-05731,,20130801000000,,,20140225102104,
921,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,,Private,114C,,,,,Trapezoidal,0,3-05731,,20130801000000,,,20140225102210,
926,Trench Drain,,,,EXISTING,Concrete,Permanent,OVERLAND RELEASE,,Private,84B,,,,129.78,,-1,3-06839,,20081022000000,,20140318143304,20140318143118,TG is from 134.98 to 134.98 
550,Swale,,,,EXISTING,EARTH,Interim,OVERLAND RELEASE,EASEMENT,Private,101D,,,,,,0,1-9917,3-16802,20090520000000,,20141202111445,20110930221221,
551,Swale,,,,EXISTING,EARTH,Interim,OVERLAND RELEASE,RIGHT-OF-WAY,San Jose,115A,,306,,,,-1,1-9353,,20050111000000,,20110916122547,20110930221221,
552,Swale,,,,EXISTING,EARTH,Interim,OVERLAND RELEASE,EASEMENT,Private,115A,,1945,,150.26,,-1,1-9422,,20030701000000,,20110916122547,20110930221221,
554,Swale,,,,EXISTING,Concrete,Interim,OVERLAND RELEASE,RIGHT-OF-WAY,Private,116B,,170,,,,-1,1-8842,,19970625000000,,20110916122547,20110930221222,
556,French Drain,,,,EXISTING,DRN RCK PRF PIP,Interim,OVERLAND RELEASE,PARK,San Jose,116C,,75,,,,-1,1-16_GRT_OAKS_PK_GRTO0901,,20020821000000,,20110916122547,20110930221222,
557,French Drain,,,,EXISTING,DRN RCK PRF PIP,Interim,OVERLAND RELEASE,PARK,San Jose,116C,,9,,,,-1,1-16_GRT_OAKS_PK_GRTO0901,,20020821000000,,20110916122547,20110930221222,
558,French Drain,,,,EXISTING,DRN RCK PRF PIP,Interim,OVERLAND RELEASE,PARK,San Jose,116C,,90,,,,-1,1-16_GRT_OAKS_PK_GRTO0901,,20020821000000,,20110916122547,20110930221223,
532,Trench Drain,,,,EXISTING,DRN RCK PRF PIP,Interim,OVERLAND RELEASE,PARK,San Jose,85A,,35,,120.42,,-1,1-16_LK_CUNNG_PK_LAKE0304,,20040614000000,,20110916122547,20110930221240,
533,Trench Drain,,,,EXISTING,DRN RCK PRF PIP,Interim,OVERLAND RELEASE,PARK,San Jose,85A,,70,,,,-1,1-16_LK_CUNNG_PK_LAKE0304,,20040614000000,,20110916122547,20110930221241,
534,Trench Drain,,,,EXISTING,DRN RCK PRF PIP,Interim,OVERLAND RELEASE,PARK,San Jose,85A,,200,,119.05,,-1,1-16_LK_CUNNG_PK_LAKE0304,,20040614000000,,20110916122547,20110930221241,
899,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,,San Jose,86C,,,,482.6,,-1,1-9481,,20061107000000,,20140103094533,20140103094419,
536,Trench Drain,,,,EXISTING,Drain Rock,Interim,OVERLAND RELEASE,PARK,San Jose,85B,,120,,,,-1,1-16_GROSBECK_PK_GRBK0693,,19940502000000,,20110916122547,20110930221242,
537,Trench Drain,,,,EXISTING,Drain Rock,Interim,OVERLAND RELEASE,PARK,San Jose,85B,,120,,,,-1,1-16_GROSBECK_PK_GRBK0693,,19940502000000,,20110916122547,20110930221242,
898,Valley Gutter,,,,EXISTING,Drain Rock,Permanent,OVERLAND RELEASE,RIGHT-OF-WAY,San Jose,130D,,,,,,-1,3-14198,,20060707000000,,20131206153935,20131206153700,
900,Valley Gutter,,,,EXISTING,Concrete,Permanent,OVERLAND RELEASE,EASEMENT,Private,86C,,,6,507,Rectangular,-1,1-9481,,20061107000000,,20140103133400,20140103131342,
517,Valley Gutter,,,,EXISTING,Concrete,Interim,OVERLAND RELEASE,EASEMENT,Private,84A,,167,,,,-1,1-7438,,19840613000000,,20110916122547,20110930221243,
41,Swale,,,,EXISTING,EARTH,Permanent,STREET DRAIN,RIGHT-OF-WAY,San Jose,85A,,,,,,0,MGE,,,,20110916122547,20110930221244,
42,Swale,,,,EXISTING,EARTH,Permanent,STREET DRAIN,RIGHT-OF-WAY,San Jose,85A,,,,,V Channel,0,MGE,,,,20110916122547,20110930221244,
43,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,EASEMENT,San Jose,84C,3,,,,Rectangular,0,MGE,,,,20110916122547,20110930221244,
47,Swale,,,,EXISTING,EARTH,Permanent,STREET DRAIN,EASEMENT,San Jose,85C,10,,,,V Channel,0,MGE,,,,20110916122547,20110930221245,
58,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,EASEMENT,San Jose,85D,,,,,,0,MGE,,,,20110916122547,20110930221245,MRF:Waterflow can not confirm
59,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,EASEMENT,San Jose,85D,,,,,,0,MGE,,,,20110916122547,20110930221245,
60,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,EASEMENT,San Jose,85D,,,,,,0,MGE,,,,20110916122547,20110930221246,
61,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,EASEMENT,San Jose,85D,,,,,,0,MGE,,,,20110916122547,20110930221246,
261,Swale,,,,EXISTING,EARTH,Permanent,STREET DRAIN,EASEMENT,San Jose,37D,3,528,,,V Channel,0,MGE,,,,20111008110141,20111008160640,MRF:Waterflow can not confirm
531,Trench Drain,,,,EXISTING,DRN RCK PRF PIP,Interim,OVERLAND RELEASE,PARK,San Jose,85A,,95,,120.44,,-1,1-16_LK_CUNNG_PK_LAKE0304,,20040614000000,,20110916122547,20110930221240,
168,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,EASEMENT,San Jose,141D,48,,,,Trapezoidal,0,MGE,DD-0066,20010622000000,,20111008101345,20111008160634,MRF:Geometry Collection
153,Valley Gutter,,,,EXISTING,Concrete,Permanent,STREET DRAIN,RIGHT-OF-WAY,San Jose,35A,4,150,,,,0,MGE,,,,20140527151509,20110930221255,
167,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,EASEMENT,San Jose,141D,48,,,,,0,MGE,DD-0067,20010629000000,,20111008100940,20111008160633,
172,Swale,,,,EXISTING,EARTH,Permanent,STREET DRAIN,RIGHT-OF-WAY,San Jose,157A,,,,,V Channel,0,MGE,,,,20111008101729,20111008160634,
156,French Drain,,,,EXISTING,DRN RCK PRF PIP,Permanent,STREET DRAIN,RIGHT-OF-WAY,San Jose,19D,,,,,,0,11-6264,,20110209000000,,20110916122547,20110930221256,
191,Swale,,,,EXISTING,Concrete,Permanent,STREET DRAIN,RIGHT-OF-WAY,San Jose,67A,,,,,,0,MGE,,,,20110916122547,20110930221257,
